subject,story_id,story,imagine,response,rating_will,rating_justif,ratingRT,justifRT,stamp
566,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"rain, pain, stain, gain, plain, vain, meat, eat, greet, treat, repeat, feat, hit, bit, fit, lit, pit, true, grew, flew",2.06,4,9336,5035,1/19/21 14:11
514,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"House
Mouse
Wreck
View
Few
Right
Sight
White
Sighing
Dying
Weep",1.92,3.07,4265,3611,1/19/21 14:11
351,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"you and to
",1.98,1.99,7779,5577,1/19/21 14:11
571,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"I imagined sitting with my friends in a busy cafeteria.  I feel badly that there are no seats left, I'm thinking I should tell them to grab a chair and pull it up cause I don't want them to eat alone. I think that my friends would agree with me and that they would also suggest having the person sit with us even if it was a little crammed. I imagine that it's a women wanting to sit with me and my f",3.04,5.06,9401,3227,1/19/21 14:11
472,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"sill
mill
nifty
kill
clown
frown
tossed
bar
mar
blink
wink
bin
win
cards
me
he
fee
she
thee
hit
fit
nit
kit
",2.04,2.99,16163,7462,1/19/21 14:11
482,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"do,yell,flow,slit,riff,car,sew,low,theft,sat,cat,fat,would,rut,well,sell",6.02,6.02,5597,21899,1/19/21 14:11
342,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"I imagine my table to be completely full with people I know. The other person comes over and wants to talk with use. However, since there are no seats left, he can not sit down with us. He looks sad and dejected. I feel bad for having to say no but it could not be helped since the table is completely full. I do not think anyone could squeeze in anymore.",5.74,5.87,8888,4309,1/19/21 14:11
473,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"blue, do, bid, loss, toss, moss, hid, object, crew, slew, true, amid, dialect, heather, feather, cursed, pursed, first, starts, prescribe, ",1.13,1.94,5908,3022,1/19/21 14:11
451,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"moth, goth, laid, best, towers, sours, powers, ",1.28,1.91,6006,4689,1/19/21 14:12
452,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"I saw the dealership where I work. It is a grey, large, concrete building. There is a wide variety of cars and trucks parked in and around it. The walls of the building are glass so that customers can see the vehicles inside and out. The car I am selling is a lime green Kia Soul. It has an engine flaw but I don't tell the young woman who is buying it. ",1.05,1,10854,5188,1/19/21 14:12
569,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"I imagine that i would be nervous trying to pass off the lie i just told. I need to sell this car and make some extra money, so I will do my best to get this car sold. I would talkk about the interior details of the car to try and distract the customer from any more que",3.08,2.55,16204,8047,1/19/21 14:12
431,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"I imagine sitting at the desk of my boss, and having this conversation. I imagine my boss asking me about the performance, and I try to find anything wrong with my co-worker's performance that I can point out. I tell my boss that they didn't meet deliverables, that they didn't contribute their fair share to the project, that they weren't actively engaged in the project, and that, in fact, they may have deliberately tried to get the project off on the right track. I would mention that they didn't appear to have any drive, or any insticts in the projec",1,1,6817,4153,1/19/21 14:12
356,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"Feet, beat, meat, sleet, fleet, sane, pane, wane, distain, pain, gain, main, sane, rain, stain, refrain, cane",1.98,1.96,16628,5798,1/19/21 14:12
562,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,I imagine myself thinking that I would want to help them but there is no way I can. I have to catch my own flight and if I help them then I'll miss my flight.,5.86,4.17,6329,4116,1/19/21 14:12
465,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"This is a very bad moment but I had to somehow calm the guest down and tell him the untruth about the soup, that it was not with meat. I do not knew he was a vegetarian.
Now all that remains is to see his reaction.Simple as that.",1.99,3.6,10805,4057,1/19/21 14:12
469,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"I imagine feeling embarrased for cutting in front of everyone.  I imagine I  will try to act like I came with them, and I'm not really cutting in line.  I will pretend like i have been with that person from the beginning and I should be the first person in line with my friend, so nobody gets mad at me for cutting.  ",2.51,3.02,15328,6134,1/19/21 14:12
398,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,I imagined my roommate in sweatpants and a t-shirt looking frazzled.  I tried not to look them in the eyes when I was relaying that I had to go finish work.  I imagined I felt very guilty.  I'm hoping I don' be discovered for my lie.  ,1.07,1.54,12814,5989,1/19/21 14:12
517,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"bar, mar, star, claw, fell, well, bell, dell, sell, bold, cold, mold, told, blue, many, ",1.07,1.09,6493,5149,1/19/21 14:12
470,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,mit lit hit it nit wit kit zit bit slit ,1.07,1.03,21073,14352,1/19/21 14:12
529,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"I see myself in a busy airport I am rolling a suit case behind me, carrying my purse and laptop bag. I am trying to get to my plane. I get off the escalator, there is an older woman trying to drag her large suitcase and it is not sooperating. My plane leaves shortly and I have a long way to go to get to the boarding area. It breaks my heart to see this lady but if I ",1,3.04,22922,19595,1/19/21 14:13
557,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"featherly, meat, pleat, stain, rain, plain, kit, renown, brain, crane, drain, tea, flee, ",6,6.89,11590,4202,1/19/21 14:13
310,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"sue, new, ado, too, to, coo, cue, poo, do, goo, moo, stew, woo, zoo, sell, smell, bell, fell, gel, hell, poor, door, store, more, bore, chore, tour, snore, ",2,1.98,5775,2657,1/19/21 14:13
298,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"guests , vegetarian, chicken ",5.93,5,11267,3138,1/19/21 14:13
381,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"I imagine myself feeling really guilty about lying. I would change my mind and go back. When I get at my roommate's place, I would tell him or her my plans have changed.",2.03,1,11176,11181,1/19/21 14:13
370,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"street feet, fifty shifty, dropped flopped, wallet call it, pick up big cup.",4.73,4.86,4210,1914,1/19/21 14:13
361,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,I see a person struggling with their luggage while I try to catch my flight.I want to help them but I do not want to miss my flight. I look away from them so they will not ask me for help. I feel terrible about it because I normally would help the person. I am hoping someone else will help them.,4,4,15780,20725,1/19/21 14:13
543,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"heat, meet, treat, feet, beat, meat, pleat, cheat, neat, ",4.16,3.69,12194,1715,1/19/21 14:13
403,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"son
won
fun
ton
run
bun
come
done
none
pun
",1,1.01,7638,9082,1/19/21 14:13
528,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"blue, clue, stew, bar, car, star, far, bay, flay, clay, stay, way, band, bee, fee, gee, he, lee, me, tee, tea, we, lies, cries, flies, stem, last, cast, fast, ",5.07,2.97,15446,7762,1/19/21 14:13
499,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,I would imagine a feeling of remorse as to why I would knowingly take a seat from someone who could use it more.  Letting the elderly person have the seat would also be sign of respect which is severely lacking currently.,1.07,2.93,11081,9122,1/19/21 14:13
459,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,"I imagine me faking being asleep and not responding to anything. I imagine my spouse getting frustrated with me and saying my name several times before deciding to just get up. I imagine she leaves the bed in a huff and takes care of the baby. I would then just go back to sleep in my nice, warm bed.",4.4,2.15,3935,3436,1/19/21 14:14
566,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"bar, far, tar, par, star, laid, old, bold, told, rolled, claw, paw, raw, grew, stew, flew, true, brew, low, grow, ",2,2.02,4812,2376,1/19/21 14:14
514,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,I imagine how hurt the person I rejected would feel.  I imagine how guilty I would feel for turning that person away.  I imagine the negative reaction I would get from my friends.  I thought about watching the person turn and walk away from our table.,1.1,1.26,2421,3698,1/19/21 14:14
571,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"I imagine that I'm irritated that the person is vegetarian and that they won't eat the soup I spent hours and hours on. I think that I will tell them that the soup is vegetarian, they would never know and I would have them eat the meal I spent a ton of time on. I would feel a little bad for lying,",2.09,1.02,3365,3408,1/19/21 14:14
351,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"are and yards
",2.02,1.97,5979,4276,1/19/21 14:14
426,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"I imagined that it was a younger woman who was struggling with her suitcase. Because I was rushing for a flight, I felt guilty that I could not help her. I thought that I definitely would if I was not in such a hurry. I am hoping that another person will see her struggles and help her. I imagine a crowded airport with people trying their best to social distance without much success. I imagine things being said on loudspeakers. ",5.19,4.95,9641,5397,1/19/21 14:14
473,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"ends, sends bookends, flew, crew, true, far, jar, car , beats, defeats, retreats, sweets, cleft, store, more, abhor, able, cable, disable, fable, enable, mother, worsen, atone, stable, hums, sums, floor, masks",1,1.95,2541,2450,1/19/21 14:14
342,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,I am getting worried standing in line because the movie might sell out before I get to the front. I really want to purchase the movie. I am surprised to see a friend near the front. I am going to use him as a way to cut the line. I know I should not do this but I really want to see this movie. Hopefully no one else will start a complaint about this. I hope no one is staring at me from behind.,2.42,2.43,3823,3241,1/19/21 14:14
387,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"I'm imagining that it's a movie I really want to see and that it's not much different than simply asking someone to buy you a ticket if they can. I'm pretty happy that I was able to exploit it, given that it's not simply cutting off a stranger, but using connections I have for my benefit. While not necessarily ""OK"", it's pretty innocent to me.",4.94,3.03,55666,2631,1/19/21 14:14
482,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,I would feel bad if I did this and probably would tell the truth at the start. It wouldn't take much time to make something for the vegetarian. I don't know why they would lie in this situation besides laziness. You also should have known there would be a vegetarian there. ,2.05,2.98,12987,3675,1/19/21 14:14
472,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"cat
hat
sat
butt
hut
wine
me
he 
fee 
we 
bee
gee
fine
mine
who
do
few
bore
hunt
hoe
toe
foe
",1.1,1.04,8946,7071,1/19/21 14:14
448,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,sky why bye hi fly die time lime base face waist hey bite night fight tight,4.37,5.91,18814,4520,1/19/21 14:15
451,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"doom, tomb, loom, groom, lurk, bell, fell, well, sell, tar, mar, far",2.87,2.33,6704,2312,1/19/21 14:15
452,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,I see myself walking some distance behind a man. We are both walking on the sidewalk to go into Walmart. He is older and well dressed. I see the money fall out of his pocket as he takes out his phone. He keeps walking. I stop and pick up the money. No one notices or is around. I put it in my pocket and walk into the store.,4.01,1.93,5428,5447,1/19/21 14:15
562,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"Pain, lame, Drain, Feat, Heat",3.12,3.03,3233,1713,1/19/21 14:15
569,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"I would keep walking past as there is still a pandemic out and i do not see the person wearing a mask. I would feel bad because normally I would help in this situation but I do not want to catch covid either. I imagine that i would get a stern look as i walk past, but i do not care.",4.96,3.94,7912,2886,1/19/21 14:15
465,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"
I would pause for a moment to try to help him, to strike a balance with the heavy luggage.
But I certainly wouldn't waste too much time. I imagine that the crowd at the airport, as usual, is very big. I'm still staring at the plane and not the bus.",1.83,2.1,3449,1943,1/19/21 14:15
538,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"call it, ball hit, haul it, mullet, kill, fill, skill, till, drill, frill, chill, grill",6.09,6.13,28078,5741,1/19/21 14:15
299,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"barrio, ",2,1.02,16710,9942,1/19/21 14:15
307,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"dumbs, label, stable, tit, shit, pit, ho, moe, fit, door, whore, ",1.9,1.26,12215,8834,1/19/21 14:15
356,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"Mouse, house, douse, louse, rouse, maybe, blue, sue, pew, dew, moo, do, few, crew, drew",3.04,3.04,6211,3550,1/19/21 14:15
431,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"boar, core, door, four, fore, gore, lore, moor, pour, pore, roar, soar, tore, wore
fade, wade, raid, laid, made
sun, bun, done, fun, gun, hun, mum, none, pun, won",1,1,3642,11286,1/19/21 14:15
398,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,talking meet nifty collar sill drill kill mill nill pill quill til will pink wink sink mink clink fink link rink ,2.94,1.27,8793,4225,1/19/21 14:15
326,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,I imagine being as still as possible and keeping my eyes closed. I imagine it will take my husband longer to wake up than it takes me. I imagine being terribly uncomfortable because I would want to comfort my child! I imagine being very tired and still. I imagine the cat jumping on the bed to try and alert us to the sound. I ,1.06,1.99,6103,10500,1/19/21 14:15
469,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"clown, frown, town, brain, spain, rain, beat, treat, meat, bee, me, tree, sea, glee, pit, mit, zit, ",1.29,1.99,15077,6045,1/19/21 14:15
572,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"I imagine that I am in a hurry, walking fast when I see a person struggling with a heavy suitcase. I don't have time to help them, so I avert my eyes and walk past them. I hope they didn't notice that I saw them at first, but I quickly walk away. I don't look back and I just keep weaving my way through other people in order to catch my flight.",5.97,6,8520,5176,1/19/21 14:15
517,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"gown, frown, clown, beat, neat, wheat, fill, will, dill, hill, pill, sill, till, mound, pound, stink, link, blink, wink, sink, clink, mink, pink, stick, nick, tick, wick, ",4.97,3.03,4482,8476,1/19/21 14:15
470,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,I close my eyes and stay a still as I can until he decides to go check on the child.  It is stressful to hear the baby cry but sometimes a mother needsa small break,1.01,2.93,4324,4313,1/19/21 14:16
310,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"stew, to, too, boo, new, woo, do, pound, feet, meet, meat, greet, seat, treat, beat, neat, wheat, punt, pill, sill, still, till, mill, nil, grill, drill, dill, hol",1.99,2.04,3104,1892,1/19/21 14:16
343,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,I imagined that I was saying hi to my friend and slowly worked my way into the line with them. i would not want people to have any doubts or concerns which is why I would try to do this slowly.,5.18,4.06,6098,7566,1/19/21 14:16
529,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"starts, tarts, carts, darts, marts, arts, farts, hearts

sell, bell, ",3,3,8665,6318,1/19/21 14:16
413,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"Well, my coworker is a great person to collab with but I felt like I ended up doing part of his work to make sure we finished on time. I was supposed to look up the newest laptops and show how they have evolved over time. He was supposed to do the same with cellphones. He was supposed to have examples and pictures last week but he said his computer crashed and he would come in early to print out the stuff. Well he didn't so I have had to stay up late printing ou",6.09,5.94,10563,5937,1/19/21 14:16
370,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"crushing, bite, worsen, juggling, levy, blue, squirt, flies, talk, fast",6.53,7,2732,2261,1/19/21 14:16
381,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"claw, law, paw, star, par, cat, sat mat, pat, rat, bat, hat, vat, bets, nets, sets, pets, pin,",1.04,1.04,7942,4721,1/19/21 14:16
474,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,What possibly could be wrong with the baby and if they are ok and that im really tired and dont feel like getting up and how i feel a little bad for not getting up.,5.09,1.01,22606,7667,1/19/21 14:16
557,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"Pause, draws, claws, far, jar, oz, floss, cause",1.03,1.04,14646,4696,1/19/21 14:16
289,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"no seats were adreft
they ask if they can sit with you and it makes you blue",5.04,6.03,11542,5050,1/19/21 14:16
298,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"roommate ,furniture, bar and project.",5.02,6,16462,2277,1/19/21 14:16
466,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,I imagined that I had other plans that were more fun.  I didn't want to be bothered with helping them.  I would rather do something that I wanted to do.  I would feel a tiny bit guilty about lying to them.,5.04,3.03,6133,9211,1/19/21 14:16
502,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,beats complete feet heats meats neat teats knitting fitting getting hitting wheat bow crow dough foe go hoe toe sow row mow,1.04,1.01,8726,7723,1/19/21 14:16
361,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"cross, loss, moss, Ross, toss, rig, dig, fig, gig, pig,tasks, masks, basks, ",2.05,2.06,15434,5705,1/19/21 14:16
459,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"bite, might, kite, right, tight, light, hurt, curt, phlegm, ",5.63,3.79,4349,1611,1/19/21 14:16
539,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,I would feel tremendous guilt. This is not an ethical behavior. I would see people mad at me.,1.34,1.2,5192,2052,1/19/21 14:17
499,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,car-bar  car-star flaws-claws paid-stayed car-far no-go no-blow,1,1.94,6437,5343,1/19/21 14:17
403,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"toss
moss
cross 
loss
floss

",1.01,1.02,4871,4932,1/19/21 14:17
476,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,I am in line for a movie. The line is not moving and the movie is about to start. I look up and see my friend ahead of me. He sees me and smiles at me and I smile back. He waves at me to come forward. I am reluctant but I eventually go to him. He tells me to get in line in front of him and we can see the movie together. I get my ticket and watch the movie.,2.02,1,10306,7510,1/19/21 14:17
561,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"I imagined sitting in a chair in front of my boss' desk.  He asked me to honestly review my co-worker's previous performance, and I know that I was unhappy with their effort on the project.  I honestly tell my boss about all the problems I had working with this other person.  They were unmotivated, and I had to do most of the brainstorming to come up with the solutions.  ",5.02,4,16772,9717,1/19/21 14:17
543,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"moth, goth, loop, goop, smell, hell, bell, fell, dwell, ",4.03,2.94,34091,1852,1/19/21 14:17
566,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"floss, toss, moss, lotion, ocean, oath, wig, rig, pig, hid, rid, arts, floor, door, more, chore, whore, weather, ",3.02,4,4561,4302,1/19/21 14:17
514,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"I can see how my boss would be thinking negatively about me for only focusing on my co-worker's faults.  My boss would know that my co-worker is capable or he wouldn't be considering him for the promotion, so focusing on the negative might only hurt me.  I would be trying to justify speaking negatively about my coworker in my own mind",1.25,1.1,4448,1961,1/19/21 14:17
571,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,I see my friend in a long line and go up to them.  Act as if they were holding my place and just stand there with them. If you just do what you want with little regard for consequence then you'll get what you want.  I ignore the dirty looks from the other people in line and am happy that I don't have to wait in a super long line like every one else. I would probably feel uncomfortable and wouldnt' want to look around much,1.06,1.97,5645,3257,1/19/21 14:17
497,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"i imagine myself totally focused on getting on the plane not wanting to be distracted at all, i imagine the person to be an older young lady with many bags and feel really bad as i walk pas",5.01,4.46,18925,11835,1/19/21 14:17
426,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"I am thinking of a man walking in front of me some twenty yards away and I am considering whether it was really him who dropped the bill. I know if I ask him, he will definitely say he was the person even if he was not. I'm thinking that because I can't be sure, I might as well keep it myself. I imagine that someone so casual with a fifty dollar bill probably has plenty of money where I do not. A fifty might help me more than him. ",4.8,4.3,8366,3595,1/19/21 14:17
473,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"far, jar, star, blew, stew, askew, laid, stayed, afraid, blade, told, unfold, bold, detested, molested, sin, win, tin, bin, par, claws, caws, sew, mow, sell, hell, bell, go, so, ",2.03,1.06,1584,1768,1/19/21 14:17
342,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"gushing, hatch, height, glee, lies, pies, talk, chalk, last, fast, flushing, match, batch",5.43,4.99,4447,5203,1/19/21 14:17
544,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"blue, pies, dies, lies, flies, band, land, sand, chalk, talk, blast, fast, cast, flew, due, more, floor, roar, wise, ties, ",5.99,3.02,12616,5177,1/19/21 14:17
482,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"I go by the saying finders keepers. You don't know for sure if that person dropped the fifty and even if he did, he should have been more careful. I would probably do the same in this situation and wouldn't feel bad about it. ",6.04,5,3283,2145,1/19/21 14:17
455,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,blight plight slight right mite shite knight kite alert avert pert ,7,6.13,12120,4964,1/19/21 14:17
387,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"sloth
moth
trough
goth
loop
sloop
poop
hoop
troop
rest
lest
fest
pest
vest
nest
chest
test
west
crest
winner
",1.39,1.11,3599,2246,1/19/21 14:17
