subject,version,condition,story,imagine,response,rating,stamp,id,rationalization
15,imagine_v1,0,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You decide to remake the soup with vegetable broth.",1,"Its a friday evening and we decided to have a few neighborbors over for dinner. I have been slaving over the stove all day, making sure everything was ready for when they get there. I get done making everything, everyone is here, and then it hits me, stupid Debbie is a damn vegetarian. I think to myself, well, i really never liked Debbie or her husband Steve, so you know what, its  astupid broth, it wont kill you. I decide to serve my dinner as a vegetarian dinner. Everybody enjoys the meal and was none the wiser.",5,11/4/15 13:52,434,1
16,imagine_v1,1,You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. You invite the person over to your table and offer them your seat.,1,"I imagined myself sitting with Ceil. I noticed the person sitting alone and got up quietly, pushing my chair back. I walked over tot he person's table and spoke to them in a natural tone of voice. I asked them if they would like to come and sit at our table as I point to my chair. The accept the invite and stand up to walk over. I help them carry their food.",5,11/4/15 15:34,1008,NA
16,imagine_v1,1,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You stay standing, and let the person take the seat.",0,,7,11/4/15 15:35,1011,NA
16,imagine_v1,1,"You are walking through a pretty park, drinking a soda. You finish your soda and want to throw out the can, but can't find a trash bin. You see someone else's soda can lying in the grass. You pick up the other soda can, and carry both back to your house.",1,I imagined myself picking up the soda can and carrying both cans as I walk down Williams Street. I push open the gate to the community I live in and walk up to my front door. I go into the house and throw the two cans into the trash can.,6,11/4/15 15:37,1017,NA
16,imagine_v1,1,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You run after the person to tell them they dropped it.",0,,7,11/4/15 15:38,1018,NA
16,imagine_v1,1,"You're a teenager, and your parents give you five dollars to buy ice cream cones for you and your sibling. You use the money to buy one big ice cream cone, and give it to your sibling.",1,I imagined myself buying my brother a Rocky Road ice cream cone. I know it is his favorite and that he is rarely able to find it. I hand him the ice cream cone and he offers to share. I take a bite and allow him to enjoy the rest himself.,5,11/4/15 15:40,1032,NA
16,imagine_v1,1,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the best parts of your co-worker's performance.,0,,5,11/4/15 15:41,1039,NA
16,imagine_v1,1,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You say yes, and help them for the rest of the night.",0,,7,11/4/15 15:41,1043,NA
16,imagine_v1,1,You are walking out of the grocery store. A volunteer from the local food bank asks you if you have any food to donate. You give the volunteer a big portion of your food.,0,,3,11/4/15 15:42,1046,NA
16,imagine_v1,1,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You admit that the car has a flaw, and tell the customer about a different car dealership with a better car.",1,"I imagined myself speaking to the customer and feeling bad that the car I was showing them had a serious flaw. I tell them that this car does have a flaw and let them know that the same car could be purchased at a different dealership. I tell them that the car at the other place is probably in better shape, but that I cannot guarantee it since I don't work there. I would then offer to show them a different car from my own place of business which is in better condition.",5,11/4/15 15:46,1072,NA
16,imagine_v1,1,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You get up and check on the baby, letting your spouse sleep.",0,,7,11/4/15 15:46,1076,NA
16,imagine_v1,1,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is near the back of the line, and you know they really want to see the movie, so you offer to give up your spot in line for them.",1,I imagined myself calling out the name of the person. I make the offer for them to switch places with me. They decline the offer because they know that I also really want to see the movie. They say they will purchase tickets to the next showing if they are not able to get tickets for this one.,3,11/4/15 15:49,1081,NA
16,imagine_v1,1,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You decide to remake the soup with vegetable broth.",1,I imagine myself going to the refrigerator and pulling out all of the extra vegetables that I had leftover from the first soup. I wash and chop the veggies and put them in a pot. i pull out a can of vegetable broth from the cabinet and put that into the pot. I turn the heat on high to get the soup boiling and then turn it down to simmer and add spices. I serve this soup to the vegetarian guests and the other soup to the rest of the guests.,7,11/4/15 15:52,1082,NA
16,imagine_v1,1,"You are a student studying for an upcoming final exam. A peer is struggling to understand an important concept from the class, and asks you for help. You stop studying and explain the concept to them.",0,,7,11/4/15 15:53,1083,NA
16,imagine_v1,1,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You stop and help them pull their suitcase.",1,I imagined myself running through the airport to catch my flight. I see an older woman struggling with a large suitcase and think that she may miss her flight if she doesn't get help. I offer to help and she accepts. together we pull the suitcase to the baggage check in area and check in for our flights. Afterwards we walk together towards the loading area.,7,11/4/15 15:56,1084,NA
17,imagine_v1,1,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is near the back of the line, and you know they really want to see the movie, so you offer to give up your spot in line for them.",0,,1,11/4/15 13:22,30,NA
17,imagine_v1,1,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You stop and help them pull their suitcase.",1,"I am rushing through the Columbia airport terminal after waiting in the long security line.  As I hurry along carrying my bag, I notice an older woman by herself struggling with a large carry-on.  I stop and ask and her which way she is headed and if she would like me to help her. She states that she is headed to a gate near mine, so I offer to take her bag and carry it to the gate for her.  We walk along and talk and she politely thanks me for assisting her.",7,11/4/15 13:25,49,NA
17,imagine_v1,1,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You decide to remake the soup with vegetable broth.",0,,5,11/4/15 13:25,50,NA
17,imagine_v1,1,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You get up and check on the baby, letting your spouse sleep.",0,,6,11/4/15 13:25,52,NA
17,imagine_v1,1,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You run after the person to tell them they dropped it.",1,"I am walking down Harden Street in Five Points and a man in front of me is listening to music and looking for something in his pockets.  He pulls out his phone and then I notice a bill on the ground.  I grab the $50 bill and run up to them to let them know that I think that they dropped it.  They look at the bill and look up at me, and say that, no, actually they didn't.  I look around and don't notice anyone else.  I put the bill in my pocket, excited that I can now grab something nice for dinner.",7,11/4/15 13:28,79,NA
17,imagine_v1,1,You are walking out of the grocery store. A volunteer from the local food bank asks you if you have any food to donate. You give the volunteer a big portion of your food.,0,,3,11/4/15 13:28,83,NA
17,imagine_v1,1,You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. You invite the person over to your table and offer them your seat.,0,,5,11/4/15 13:29,86,NA
17,imagine_v1,1,"You're a teenager, and your parents give you five dollars to buy ice cream cones for you and your sibling. You use the money to buy one big ice cream cone, and give it to your sibling.",1,"I am at the ice cream store with my little brother and he has just broken his arm.  My mom trusted me to take him out and get ourselves a treat after a long week at school.  I notice that my brother has been down in the dumps lately after his injury, so I decide that I am going to give him a special treat today and buy him one big cone and forgo my own.  He looks at the cone with a huge grin on his face and asks if I'm sure.  I tell him he deserves it and not to tell mom that I got it for him.  We walk outside and walk around downtown while he eats his ice cream and chats about his week.",6,11/4/15 13:32,133,NA
17,imagine_v1,1,"You are a student studying for an upcoming final exam. A peer is struggling to understand an important concept from the class, and asks you for help. You stop studying and explain the concept to them.",0,,6,11/4/15 13:32,135,NA
17,imagine_v1,1,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the best parts of your co-worker's performance.,1,"I walk down the hall to my boss' office and enter after his secretary lets me in.  He asks me to discuss Rachel's performance on the big project we've been working on for the last few months.  I know that we're both being looked at for a promotion, so I feel it wouldn't be in good taste for me to badmouth her, as I know it might not make me look like a team player.  Instead, I opt to tell him about all of the hard work and extra hours that we have both put in to ensure everything was completed on time. I also talk about how she would readily volunteer to take on extra assignments if one member of the team was falling behind or struggling.  I would emphasize that she is a great asset to the team and has been instrumental in completing the project.",6,11/4/15 13:36,205,NA
17,imagine_v1,1,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You say yes, and help them for the rest of the night.",1,"I can hear loud banging and swearing coming from my room Daniel's bedroom. I knock on the door and see what they are up to.  Its a Friday night and my friends Kate and Kevin are in town for the weekend and have invited me out to the bar.  After such a long week, I feel like I deserve the break and want to go out with them.  My roommate is obviously struggling with the new furniture they bought at Ikea and doesn't really have the tools or skills to put it together. Plus, the bed frame very large and obviously requires two people to assemble.  I offer to help him out, as I feel like it might go a lot quicker with the two of us. We put on some music and he offers to order in a pizza for helping him out.  We work into the night, not realizing how much time is passing.  Before I know it, its past midnight and I don't really feel like going out to the bar anymore.  We've got everything assembled and Daniel thanks me profusely. ",6,11/4/15 13:41,274,NA
17,imagine_v1,1,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You stay standing, and let the person take the seat.",1,"It's Christmastime in the city and everyone is trying to head home for the holidays.  I get on the Metro North train back home to my parents house in Connecticut and notice the train is already quite full.  I search for an open seat and finally locate one after looking in three cars.  As I put my bag on the overhead rack, I notice a small older woman wrapped in a warm coat, fur hat and carrying a large bag. The look on her face is one of exhaustion.  She's obviously been searching for a seat for a while as well.  As she approaches where I've put my bag, I say, ""Ma'am, would you like this seat?""  ""Oh, are you sure? I couldn't take it from someone, I can find one!"" ""It would be my pleasure, have a happy holiday!""  I grab my bag from the rack and assist her with putting hers up.  She thanks me profusely and wishes me a very merry Christmas.  I end up standing in the aisle for the hour and a half commuter train ride back to my parents, but I feel good knowing that I may have made that woma",6,11/4/15 13:45,333,NA
17,imagine_v1,1,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You admit that the car has a flaw, and tell the customer about a different car dealership with a better car.",1,"I am at work at the dealership and have had a pretty great week of sales and made quite a bit of money.  A customer comes in and I greet them and ask them what they're looking for. The customer says they've visited before and they've had their on this specific Ford Mustang that we've got on the lot. We start to discuss the car and its features and what attracted them to it. When they ask me if it has had any issues or flaws, I let them know that actually, yes, it does. It was in a major accident and has had a lot of things replaced.  I know that there is a comparable car at a dealership just down the road, so I recommend that he go check that out.  The customer thanks me for my honesty and tells me that most salesmen wouldn't do that.  He says that when he has to buy the next car for his wife, that I'll be the first person he comes to see and asks for my card.   I thank him and wish him luck and tell him to come back if he doesn't like the car I told him about.",3,11/4/15 13:50,416,NA
17,imagine_v1,1,"You are walking through a pretty park, drinking a soda. You finish your soda and want to throw out the can, but can't find a trash bin. You see someone else's soda can lying in the grass. You pick up the other soda can, and carry both back to your house.",0,,5,11/4/15 13:50,420,NA
18,imagine_v1,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You admit that the car has a flaw, and tell the customer about a different car dealership with a better car.",0,,1,11/4/15 13:52,443,NA
18,imagine_v1,0,"You are a student studying for an upcoming final exam. A peer is struggling to understand an important concept from the class, and asks you for help. You stop studying and explain the concept to them.",0,,2,11/4/15 13:53,447,NA
18,imagine_v1,0,You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. You invite the person over to your table and offer them your seat.,1,"I imagined I was in college and sitting at a full table in the cafeteria.  Someone who was by themselves got up and came over and asked us to join us.  We told them there are no seats left, so a few of us got up and moved to another table so that the person could have someone to sit with.",3,11/4/15 13:57,476,1
18,imagine_v1,0,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the best parts of your co-worker's performance.,1,There is a big promotion that I would really like to have at work.  It is between me and one other co-worker.  MY boss brought me into her office and asked about how the co-worker did on a recent project.  I proceed to tell the boss all of the nit picky things that the co-worker had done wrong while we were working together.,1,11/4/15 14:02,523,0
18,imagine_v1,0,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You run after the person to tell them they dropped it.",0,,1,11/4/15 14:02,527,NA
18,imagine_v1,0,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is near the back of the line, and you know they really want to see the movie, so you offer to give up your spot in line for them.",0,,1,11/4/15 14:03,530,NA
18,imagine_v1,0,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You get up and check on the baby, letting your spouse sleep.",0,,3,11/4/15 14:18,612,NA
18,imagine_v1,0,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You stop and help them pull their suitcase.",1,"I imagined we were flying home to see our family.  My kids were with me and we were each pulling our own suitcases and carrying our carry on bags and our winter coats since it will be cold where we are heading.  I noticed someone else having a problem getting their suitcase out of their car, but looked the other way because I am anxious to get into the airport and make sure that we get checked in and through security on time.",2,11/4/15 14:20,631,0
18,imagine_v1,0,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You say yes, and help them for the rest of the night.",0,,1,11/4/15 14:21,637,NA
18,imagine_v1,0,You are walking out of the grocery store. A volunteer from the local food bank asks you if you have any food to donate. You give the volunteer a big portion of your food.,1,"I imagined that I had just finished my weekly grocery shopping for the family, and like always am rushing to get my daughter picked up from dance class.  A volunteer asks if I'd like to donate food, but I tell them that I can't.  I have already donated a lot of food to the pantry through the collections at my kids school and don't feel the need to donate again.",5,11/4/15 14:24,652,1
18,imagine_v1,0,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You stay standing, and let the person take the seat.",1,"I get on a crowded train to head into work.  It's hard to find any open seats and there are people standing already.  I see other people looking for seats, including an elderly person - but when I see a seat that is open I sit down in it because I am tired.",1,11/4/15 14:26,663,0
18,imagine_v1,0,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You decide to remake the soup with vegetable broth.",1,"We have a group of friends that we regularly have dinner with, one of them prefers to eat vegetarian.  I forgot that and cooked a homemade soup using chicken broth.  I don't remember until the guests arrive and don't have anything else to serve.  This embarasses me, so I lie and say that I used a vegetable broth.",1,11/4/15 14:29,672,0
18,imagine_v1,0,"You are walking through a pretty park, drinking a soda. You finish your soda and want to throw out the can, but can't find a trash bin. You see someone else's soda can lying in the grass. You pick up the other soda can, and carry both back to your house.",1,"I am out taking a long walk through a pretty park.  I decided to drink a can of soda that I had brought with me, when I am done I just want to enjoy nature and not carry around the sticky empty can. I look for a recycling bin but don't see one.  I do notice that someone else left a can on the grass and figure that someone will come along and pick it up, so I set my can next to the other one.",1,11/4/15 14:32,679,1
18,imagine_v1,0,"You're a teenager, and your parents give you five dollars to buy ice cream cones for you and your sibling. You use the money to buy one big ice cream cone, and give it to your sibling.",0,,2,11/4/15 14:33,681,NA
19,imagine_v1,0,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You stay standing, and let the person take the seat.",1,"I'm about to sit down on a crowded train when I see an elderly person searching for a seat. She's half-a-train length away, and too far for me to catch her attention among other passengers. I know my commute will last for roughly an hour and I'm still not quite awake yet, so I take the seat rather than allow anyone else to grab it before I do. If the elderly person makes their way down the train, I will allow him/her to have it, but for now I am content to just rest.",3,11/4/15 13:26,56,1
19,imagine_v1,0,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is near the back of the line, and you know they really want to see the movie, so you offer to give up your spot in line for them.",1,"I'm in line for tickets to a popular movie. I see someone I know ahead in the line and decide to go up to them and ask if I could join them for the viewing. We're good friends so it shouldn't be too much of a problem. With any luck, they'll allow it and I won't have to risk missing the movie or waiting in line any longer.",2,11/4/15 13:28,82,0
19,imagine_v1,0,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You run after the person to tell them they dropped it.",0,,1,11/4/15 13:29,87,NA
19,imagine_v1,0,"You're a teenager, and your parents give you five dollars to buy ice cream cones for you and your sibling. You use the money to buy one big ice cream cone, and give it to your sibling.",0,,1,11/4/15 13:29,92,NA
19,imagine_v1,0,"You are walking through a pretty park, drinking a soda. You finish your soda and want to throw out the can, but can't find a trash bin. You see someone else's soda can lying in the grass. You pick up the other soda can, and carry both back to your house.",1,"I'm walking through a pretty park with an empty soda can because I can't find a trash bin. I see another soda can lying in the grass and decide to put my soda can down next to it. What's the harm? The park should have maintenance crews that go around picking up litter while attending to park care and security. They're likely to spot the trash and pick it up. If they were concerned about people dropping their trash all over the place, they'd have more trash bins strategically placed on well-traveled routes.",3,11/4/15 13:32,136,1
19,imagine_v1,0,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You stop and help them pull their suitcase.",1,"I'm rushing to catch a flight when I see a middle-aged woman drop her heavy suitcase on the floor beside me. It's clear she had been having trouble managing it, but with security being so tight and having to deal with TSA, I simply don't have the time to stop and help her pick up her belongings. I need to get to the security clearance area on time or I risk missing my flight.",4,11/4/15 13:35,185,1
19,imagine_v1,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You admit that the car has a flaw, and tell the customer about a different car dealership with a better car.",1,"It's been a dismal month for car sales. My boss has been riding me for not meeting the monthly sales quota. I need to make my next sale to be able to pay my monthly rent. We had this flood damaged vehicle sitting in the lot for a while. It's a complete write-off and we even have it advertised as a parts vehicle, but someone had the audacity to come up to me and ask if there's any issues with the car. Hell, if the man is that stupid, I may as well take my chances and try for a sale!",1,11/4/15 13:39,248,1
19,imagine_v1,0,You are walking out of the grocery store. A volunteer from the local food bank asks you if you have any food to donate. You give the volunteer a big portion of your food.,0,,2,11/4/15 13:39,255,NA
19,imagine_v1,0,"You are a student studying for an upcoming final exam. A peer is struggling to understand an important concept from the class, and asks you for help. You stop studying and explain the concept to them.",0,,4,11/4/15 13:40,261,NA
19,imagine_v1,0,You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. You invite the person over to your table and offer them your seat.,1,"It's always crowded at the university cafeteria during lunch hour. I'm with my friends and our table is filled, mostly with people we already know, but with a few others that we don't. I spot an acquaintance sitting alone at a different table that seems to want to join us. He comes over and decides to ask, but this is definitely the wrong time and place to try and make friends as our hands are tied. We can't just ask the people we don't know to move. I tell them we can't open up a spot, but we can rush through lunch and hang out afterwards so that he doesn't feel left out.",4,11/4/15 13:44,319,1
19,imagine_v1,0,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You say yes, and help them for the rest of the night.",0,,1,11/4/15 13:44,322,NA
19,imagine_v1,0,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the best parts of your co-worker's performance.,1,"It's a dog-eat-dog world. I've been busting my bottom trying to get a promotion for the past few months, but I'm toe-to-toe with a colleague of mine. Our boss recently came up to me and asked me to describe my coworker's performance on a group project we performed together. I was hesitant to say anything too negative about his work at first, but as my boss pried and pried for answers, I was all to happy to oblige. I'm sure my coworker would have done the same had he been in the same position. We're both looking to work our way up the ladder. ",2,11/4/15 13:48,381,1
19,imagine_v1,0,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You get up and check on the baby, letting your spouse sleep.",0,,2,11/4/15 13:49,386,NA
19,imagine_v1,0,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You decide to remake the soup with vegetable broth.",0,,1,11/4/15 13:49,391,NA
20,imagine_v1,0,"You're a teenager, and your parents give you five dollars to buy ice cream cones for you and your sibling. You use the money to buy one big ice cream cone, and give it to your sibling.",0,,1,11/4/15 13:33,142,NA
20,imagine_v1,0,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You get up and check on the baby, letting your spouse sleep.",0,,7,11/4/15 13:33,145,NA
20,imagine_v1,0,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You stop and help them pull their suitcase.",0,,2,11/4/15 13:33,148,NA
20,imagine_v1,0,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You say yes, and help them for the rest of the night.",0,,2,11/4/15 13:34,155,NA
20,imagine_v1,0,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You run after the person to tell them they dropped it.",1,"I'm coming home from the store one evening, with my chips and beer in my bag. I see this guy somewhat staggering and fumbling with his wallet. I think he just came out of the bar and he seems pretty drunk, so i stay a few yards behind him, as I don't want to mingle with drunk people (I find them annoying when I am sober). I see him bounce off the fence and drop his wallet, pick it up and shove it in his pocket, after which he looks around to see if anyone had seen it. He continued staggering down the sidewalk, and I happened to look down after a bit and noticed a fifty dollar bill. I make sure he is not looking first, then pick it up and stuff it in my wallet. Finders keepers. :)",6,11/4/15 13:39,239,1
20,imagine_v1,0,"You are a student studying for an upcoming final exam. A peer is struggling to understand an important concept from the class, and asks you for help. You stop studying and explain the concept to them.",0,,2,11/4/15 13:39,246,NA
20,imagine_v1,0,"You are walking through a pretty park, drinking a soda. You finish your soda and want to throw out the can, but can't find a trash bin. You see someone else's soda can lying in the grass. You pick up the other soda can, and carry both back to your house.",0,,6,11/4/15 13:39,251,NA
20,imagine_v1,0,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the best parts of your co-worker's performance.,1,"I sat at the boss' desk and patiently told him a few things, possibly embellished a little. He sat patiently and listened as I told about how my co-worker would come in late, and possibly high. My co-worker would then ask what we were doing and if he would have to think of anything new or do any extra work for this project, as he had to take his kid to their probation appointment after lunch, and couldn't possibly handle any more work load that day.",3,11/4/15 13:43,308,0
20,imagine_v1,0,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is near the back of the line, and you know they really want to see the movie, so you offer to give up your spot in line for them.",1,"So, there I am standing in line to get tickets to the new star wars movie. I'm wondering if they will have any left when I finally get through this crazy long line, or will the be sold out by the time i get to the counter? I promised my partener we were going to see it, and I had just gotten off work (stupid table kept me there for an extra half hour while they sipped their water. Naturally they didn't tip). All of a sudden I notice my bro CB standing almost at the counter in line! So I waved and went up to talk to him. He acted like ""hey, i've been saving you a spot!"" even though he didnt know i was going to be there, because he's cool like that. Tickets acquired, mission accomplished.",7,11/4/15 13:47,371,1
20,imagine_v1,0,You are walking out of the grocery store. A volunteer from the local food bank asks you if you have any food to donate. You give the volunteer a big portion of your food.,1,"I am just coming out of the grocery with my foodstuffs, and another one of those annoying charity drive people get in my way start yammering about starving kids in some country on the other side of the world that I could care less about. I say to the person, ""hey look in my cart! I have ramen noodles, mac and cheese and hot dogs! do you really think i can give anybody food!"" and went on my merry way.",7,11/4/15 13:50,414,1
20,imagine_v1,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You admit that the car has a flaw, and tell the customer about a different car dealership with a better car.",1,"I am there in my cheap suit, trying to make commision so i can buy the drumset of my dreams. This customer that didnt even bother to ask for a carfax shows major interest, and asks me, the salesman if there is anything wrong with the car (lol). ""Of course not!"" I tell her. The transmission still has about about two weeks left or so before it grinds out, so as of now, it's not a problem in my eyes.",7,11/4/15 13:54,454,1
20,imagine_v1,0,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You stay standing, and let the person take the seat.",0,,1,11/4/15 13:54,456,NA
20,imagine_v1,0,You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. You invite the person over to your table and offer them your seat.,1,"Im there with my friends, and all the seats are taken, when some random person sitting by themselves asks if they could sit with us, so i said""all of the seats are taken, why dont you just pull your chair up?""",5,11/4/15 13:56,472,1
20,imagine_v1,0,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You decide to remake the soup with vegetable broth.",1,This picky vegan hippie dude got all flustered because he thought it wass chicken broth in my homemade soup. so i told him it was veggie broth with spices and stuff to keep him from starting a stupid political tirade in my house with my other guests.,7,11/4/15 13:58,491,1
21,imagine_v1,0,"You're a teenager, and your parents give you five dollars to buy ice cream cones for you and your sibling. You use the money to buy one big ice cream cone, and give it to your sibling.",1,"I went to a store to get an ice cream cone, and then I bought it and ate it outside of the store.",2,11/4/15 13:39,242,NA
21,imagine_v1,0,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You run after the person to tell them they dropped it.",0,,2,11/4/15 13:39,244,NA
21,imagine_v1,0,You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. You invite the person over to your table and offer them your seat.,1,"The person comes to the table and when they ask if there are no seats left, I tell them that there are no seats left. After that, the person leaves and looks for a different table.",6,11/4/15 13:40,268,NA
21,imagine_v1,0,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is near the back of the line, and you know they really want to see the movie, so you offer to give up your spot in line for them.",0,,2,11/4/15 13:40,271,NA
21,imagine_v1,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You admit that the car has a flaw, and tell the customer about a different car dealership with a better car.",0,,2,11/4/15 13:41,277,NA
21,imagine_v1,0,You are walking out of the grocery store. A volunteer from the local food bank asks you if you have any food to donate. You give the volunteer a big portion of your food.,1,"The volunteer asks me whether I can donate any food while I am walking out of the store. I tell the volunteer that I don't have any food, and he continues asking other people to donate food while I am walking away.",6,11/4/15 13:42,295,NA
21,imagine_v1,0,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You stop and help them pull their suitcase.",1,"When I see someone struggling with a heavy suitcase, I walk past them without looking at them, and they do not notice me since they are busy with their suitcase.",6,11/4/15 13:43,310,NA
21,imagine_v1,0,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You say yes, and help them for the rest of the night.",0,,2,11/4/15 13:43,313,NA
21,imagine_v1,0,"You are a student studying for an upcoming final exam. A peer is struggling to understand an important concept from the class, and asks you for help. You stop studying and explain the concept to them.",0,,5,11/4/15 13:44,317,NA
21,imagine_v1,0,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You stay standing, and let the person take the seat.",1,"There is an elderly person trying to find a seat in a train, and I sit down on the only seat is available. After that, the elderly person has to stand for the rest of the train ride.",4,11/4/15 13:45,332,NA
21,imagine_v1,0,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You get up and check on the baby, letting your spouse sleep.",1,"A baby starts crying, and I do not move until my spouse gets up to check on the baby to make it more likely that my spouse will do it.",2,11/4/15 13:46,357,NA
21,imagine_v1,0,"You are walking through a pretty park, drinking a soda. You finish your soda and want to throw out the can, but can't find a trash bin. You see someone else's soda can lying in the grass. You pick up the other soda can, and carry both back to your house.",0,,2,11/4/15 13:46,362,NA
21,imagine_v1,0,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You decide to remake the soup with vegetable broth.",0,,2,11/4/15 13:46,364,NA
21,imagine_v1,0,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the best parts of your co-worker's performance.,1,"When the boss asks me about my co-worker's performance I tell him about the worst parts of his performance, such as when he was late for work.",2,11/4/15 13:48,375,NA
22,imagine_v1,0,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the best parts of your co-worker's performance.,0,,3,11/4/15 13:22,29,NA
22,imagine_v1,0,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You get up and check on the baby, letting your spouse sleep.",1,"It's been a long week. We agreed to take turns tending the baby's needs, but the whole week I've been stuck doing it alone. It's been an awful day full of labor and dealing with a constantly upset baby and I just want some sleep. He asks if I can go and take care of the baby, but I pretend to sleep so that he will be forced to take care of her and I can get some much needed rest. ",5,11/4/15 13:25,51,1
