subject,story_id,story,imagine,response,rating_will,rating_justif,ratingRT,justifRT,stamp
59,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,I imagine being pretty upset with myself afterwards. Doing something like this is not like me at all. I would feel like a pretty horrible person for doing something like this and would try and make it right in some kind of wya.,1.95,1.12,1042086,5698,1/30/19 14:59
12,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"beep, keep, weep, jeep, leap, seep, sheep, steep, peep, cheap, heap, bleep, ",2.03,3.04,12938,4772,1/30/19 14:59
82,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"too, poo, riddle, farts, house, peck, wreck, sheep, flying, neither",4.98,1.1,5443,4382,1/30/19 14:59
113,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"I imagined an older lady who scolds me like a child because she knows what Im doing. I imagined my friend letting me do it so I could get in. I imagined its not a harmful act, but maybe there ",2.64,1.52,4549,4237,1/30/19 14:59
15,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"starts, hearts, carts, farts, loss, toss, tasks, masks, lacks, id, bid, hid, rid, prescribe, tacks, slid, tarts, marks, lore, ignore, store, more",4,3.65,6361,4770,1/30/19 14:59
84,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,,1.66,1.61,15460,11434,1/30/19 14:59
2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"cloth,sloth,fade, raid, bore, tore, soar, roar, core, defend, lend, bend, flower, booking, too, fun, sun, bun, run, ton, bell, ",3,2,13587,6438,1/30/19 14:59
81,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"Work was tough this week and I'm feeling kind of burned out. I really want to head out to the bar and unwind a bit. I know my roommate needs help putting his new furniture together, but I can't really be bothered now. I'll make up some excuse and head to the bar. He should be able to finish on his own.",4.99,5,3472,2305,1/30/19 14:59
110,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"get, hair, gloom, say, fan, yelp, zoo, so, about, say, car, glue, smell, do, chew, sew, low, threw, zar. mare, pl",1.93,1.9,4929,2684,1/30/19 14:59
114,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"I imagine talking to the costumer and having to pretend like everything is all right when he asks the question about if the car has flaws, I try my best to reply and just say there are no flaws, while hoping for the best it's not something he'll notice until he gets home or possibly later",5.01,1.03,45911,3269,1/30/19 14:59
5,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,I imagine I would feel very bad about lying to the customer. The customer would also be furious once they discovered that the car has a seriously flaw. I imagine they would try to get a refund from the dealer. ,1,1,74313,4720,1/30/19 14:59
1,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,"I imagine an old man with a cane heading for a seat.  I also want this sit.  I am much faster than the man, so I get there first.  I ignore him because I feel guilty.  I know this is wrong, and I don't know why I did it.  People are looking at me and shaking their heads.  I am ashamed and turn red.  The man is wearing a jacket and kind of looks like my grandfather. He does not make mention of what I did.",1,1.02,18357,1637,1/30/19 14:59
100,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"Twerk, Lurk.

Car, Far, Par, Tar.

Smell, Yell, Bell, Fell, Gel, Dell, Mail, Nail, Pail, Sail, Tell, Tail, Tale, Yale, Male, Kale, ",2.99,3.97,5609,3923,1/30/19 14:59
42,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"I see a fifty dollar bill on the ground, still wrinkled but fresh. There was a man up ahead looking through his wallet looking like he lost something. He was a middle aged man but he looked kind of wealthy. I hurried up and picked up the bill before he noticed. I thought to myself that i probably needed it more than him. I put it in my pocket and left the scene as quick as possible.",5.91,5.14,11736,1232,1/30/19 14:59
75,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,If it was a close friend I would feel horrible.  And if I went out to the bar and someone saw me and got back to my friend I would never forgive myself. ,2.85,1.62,16733,2366,1/30/19 14:59
39,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"If I were to do this, I would probably only do it if it wasn't a safety flaw. I would probably try to cover it up for example putting masking tape on it so that he doesn't find out. I would think about why i need to do this and feel a little better about myself. 

It would be an older car so I could also just blame the age if he got back to me. I might try to rush him to",2.24,3.02,3249,2460,1/30/19 14:59
86,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"star, bar, mar, tar, par, laid, maid, raid, old, mold, told, laws, maws, paws, draws, hell, bell, well, sell, fell, shell, hat, mat, bat, cat, rat,",2.01,1,7120,5572,1/30/19 14:59
111,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"I imagined that it would have felt really bad to say that. I mean, I couldn't help it because there literally weren't any seats left at my table, but it still made me feel like a jerk to say. But I mean, seriously? They saw that our table was full; why put me in that position?",6.6,6.95,5914,2660,1/30/19 15:00
71,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,It can be hard to get promotions. Despite my attempts to be a good person I have mouths to feed and bills to pay. So when my boss asks me to describe my co-worker's performance I know I can't give them too much praise. I tell my boss about the negative aspects of their performance to avoid putting them in a better position than me. I feel guilty. ,2.03,2.03,5824,4892,1/30/19 15:00
57,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"tests, lend, tend, towers, cowers, booking, looking, hooking, tooking, ton, hon, mon, rests, bests, ne",3.01,3,7246,5179,1/30/19 15:00
13,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,yell hell sell sale mail rail dale call mall haul marts hearts farts rig pig dig fig gig jig prescribe rid bid hid lid mid commotion demotion motion ,1.95,1.98,5849,3791,1/30/19 15:00
26,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"My boss calls me into the office one afternoon to talk about a project my co-worker and I did together. She asks me about my co-worker and how we worked together. I decided to tell her all the bad things about my co-worker's performance. I want the promotion and I think it would benefit me more, plus my co-worker isn't that smart. I sit there and explain things to her. She takes notes on a pad and looks surprised as I tell her about these things. I'm hoping in my mind that she doesn't bring this up to my co-worker since it would create a bad environment to work in. I leave the office and go back to work.",3.04,2,11644,4315,1/30/19 15:00
107,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"fine, dine, bind, kind, wet, let, met, net, jet, pet, set,groovie, till, sill, will, mill, fill, hill, pill, kill, dill, bill, fell, bell, yell, dell, cell, gel, ",1.35,2.44,17190,4276,1/30/19 15:00
27,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"I had a hard day and really want to relax. I know I should help but I know they will get it done. I am not good at building things and just get frustrated. They always want me to help build their ideas, this is their thing not mine. I do not ask people to help me do things without their prior agreement. I just want to blow off steam at the bar a",5.05,3.04,7237,1812,1/30/19 15:00
115,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,"I imagine laying there in my bed in total darkness, listening to the baby cry, hoping that my spouse will check on it. I then try to put on a little bit of a show by breathing deep, to simulate that I am sleeping and completely unaware of the crying baby. After my spouse gets up, I stop putting on a show and start listening to see if everything is okay. The room is still dark, however, as my spouse thinks I'm asleep. ",3,1.98,3629,4180,1/30/19 15:00
44,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,I imagine being very sad that there are no seats available.  I would feel sorry for the person because they were sitting alone.  I would likely offer them to grab a chair and join our table.  My friends and I are friendly and would absolutely offer them to sit with us!,1.92,1,23781,4614,1/30/19 15:00
40,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,"I have done this exact thing out of sheer exhaustion.  Parents with babies get no sleep, and sometimes one needs nudged into doing their fair share of the responsibility.  If he hadn't woke up, I'm sure I would have taken care o",6.94,6.95,4434,2042,1/30/19 15:00
91,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"I'm really excited to go out to the bar and my roommate is working on furniture. He has stuff spread out all over the house. I really don't like putting together furniture, so I lie to him about having to go to work. I go out to the bar instead. ",1.52,4,3208,1050,1/30/19 15:00
8,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"Moth, trade, fade, bade, forbade, gloop, troop, boop, goop, hoop, trough ",1,2.96,15526,844,1/30/19 15:00
69,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"plopped, sit, flick, Pocket, socket, docket, ",2.01,3.02,6812,4140,1/30/19 15:01
54,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,you too you few you blue you cue you sue you moo you loo you crew tell well tell sell tell jail tell fell them him them hem them kim them swim them tim them limb have salve to who to shoe to goo to loo work,1.03,2.03,2667,4526,1/30/19 15:01
85,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"I would then stop and take my comment back, I would tell them the truth and offer to make them something else. I would be ashamed I lied to them about the soup being made with vegetable broth. 
I would then apologize to my guest and tell them that I did not think before speaking! I would then proceed to make a new dish that is truly av",1.19,1.33,4460,4081,1/30/19 15:01
72,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"gloss, sauce, toss, floss, cross, moss, growth, oath, tasks, masks, hid, bid, rid, slid, kid, lid, grid, ",2.02,2.01,11328,2911,1/30/19 15:01
38,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"pit
pain
cane
lane
rain
crane
been
lurching
beat
neat
feat
heat",1,1,10150,2610,1/30/19 15:01
18,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"I wasn't expecting company, but my wife told me just a few hours prior that we were going to have guests. We had almost nothing in the refrigerator or pantry, but we did have enough ingredients to make a vegetable soup. I quickly cut up vegetables, heated up chicken broth, sauted carrots, celery, and onions. Combined everything and seasoned it just in time for my unexpected guests to arrive. As I was serving dinner, one turned to me to ask if it was vegetarian. I was so exasperated that I lied and sai",2,2.05,11790,3320,1/30/19 15:01
95,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,I've been eagerly waiting to watch a movie for months and want to be in on opening day. I finally arrive at the ticket counter to buy tickets for the long-awaited movie and am really disappointed to see a queue that is long and impenetrable. Then I see I person I know right at the front of the line. It's now or never. I seize the opportunity and head over to them and try to cut in to the beginning of the queue ,1.02,1.09,3811,2357,1/30/19 15:01
50,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"I'm in a hurry myself, so there's no time to really consider helping this poor soul. I'm careful not to meet their eyes so there's no recognition there. I think to myself that they should really have made plans to deal with this heavy baggage, or perhaps they just should have packed less. It's a shame they're having such trouble, but it's not my problem, and the consequences if I were to miss my flight are significant. I think a positive thought in their general direction as I move on.",5.96,4.48,6595,7470,1/30/19 15:01
117,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"fitting, hitting, abalone, spends, pends, pleats, creeps, fable, cable, sable, able, ewe, fit, hit, pit, tit, bat, fat, cat, sat, rat, hat, mat, tat, pat, gnat, would, should, tasks, masks, casks, ",2.57,4.91,5909,2814,1/30/19 15:01
67,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,I imagine being in a used car lot and showing the car to the customer. I have a guilty look on my face after lying to them.,1.56,1.86,19257,1158,1/30/19 15:02
113,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,I imagined how I would feel building up the courage to ask starngers to sit with them and being shot down. I thought of the feeling of me being that person and the guilt I would feel telling someone there are no seats and watching them turn around and find a lone seat. Guilty,1.09,2.03,4517,4960,1/30/19 15:02
12,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"I may be thinking that rather than not having food for that one guest, that I would say it is vegetable. I would feel guilty telling them that, but I might try to justify it to myself by saying that it is just the broth from the chicken, not a piece of chicken. ",1,1,6210,5608,1/30/19 15:02
59,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"town
feet
bee
pill
chew
blue
pit
sit
dick
tick
",2.94,2.58,8653,4960,1/30/19 15:02
47,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"I imagined myself sitting in a large office, with a nice oak desk and grey walls. Pictures are hanging on the wall, mostly commemorating my boss's hard work. I would want to feel like putting myself first. I'd sit up straight and present myself well to my boss. I'd probably be wearing dress pants and a nice blouse. ",2.33,2.83,36325,2344,1/30/19 15:02
110,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"zoo, far, flew, sets, laid, begin, tar, cold, sin, bar, tasks, mitt, claws, show, mar, fell, zar, ",1,1,2794,2346,1/30/19 15:02
55,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,I imagine being exhausted and just wanting to sleep in and my husband rolling over and groaning about having to get up. But I have to do it every night so he should be fine doing it once. ,4.93,5.03,54549,3883,1/30/19 15:02
15,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"steep, eat, meet, meat, mane, plane, stain, refrain, pertain, lurching, treat, feet, cleat, deceit, beat, neat, sleet, two, few, new, knew ",1.58,2.51,17566,1431,1/30/19 15:02
81,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"bar, far, star, jar, par, bold, told, cold, fold, gold, saw, thaw, maw, raw",3.01,2.01,5884,3147,1/30/19 15:02
82,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,It's been a long day at work and doing errands and I've been planning on going to the bar since this afternoon. My roommate bought a fancy-looking desk that they need help with but it's really complicated to assemble and doesn't have good instructions so I lie and say I need to finish a work project and go to the bar instead.,2.18,3.39,10270,7145,1/30/19 15:02
79,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"I would feel very bad and guilty for doing that. That is not the kind of person that I am, and if I got the promotion I would feel like I got it unfairly.",1.46,1.46,7237,1709,1/30/19 15:02
100,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"Fast, Ass, Mass, Mast, Dash, Cash, Lash, Gash, Pass, Sass, Task, Mask.

Lies, Flies, Pies, Ties, Guys, Fries, Pine",6.01,5.98,5510,2509,1/30/19 15:02
2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,"I imagine the run very dark and being completely exhausted from taking care of the baby all day. I physically don't have the strength to up when the baby cries. So, I keep my eyes closed hoping that my husband thinks I'm sleeping. I lay very still and try to control my breathing. I just need a break. I watch my husband get up and go get the baby. I breath a sigh of relief and feel my body start to relax, close my eyes and go to sleep.",6.07,4.97,12972,11226,1/30/19 15:02
74,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,then you see a sparkling gem,5.16,5.68,6077,1829,1/30/19 15:02
5,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,fiddle right frying lying dying chew mouse house blouse heck,2.08,4.05,20489,2527,1/30/19 15:02
114,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"I imagine sitting and eating with all my friends when someone we don't know comes over and asks to sit with us, we tell him theres no seats left and theres not much room, while we all look around at each other, and there are so many people that there isn't enough room for him unfortunatly, we feel a little guilty but move on",4.98,5.02,6547,3605,1/30/19 15:02
111,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"I thought that I'm not sure if it was that person, and I don't want to just give it to someone. I'm going to wait to see if they have a reaction like they lost money. If so, I'll return it but otherwise I'm keeping it.",5.72,3.07,3223,1324,1/30/19 15:02
39,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,I would be pretty sly with this. I would greet them and then keep talking to them until we get to the point where we are going up to the counter I would just buy mine as well. I wouldn't make eye contact with people behind me because that would be awkward. ,5.63,4.27,13121,4611,1/30/19 15:02
1,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"new-whew, sue, loo, poo, crew, view
night- light, white, tight, site, might, fight, height, kite, right, spite
spouse- louse, mouse
check- deck, heck, wreck
middle- fiddle, piddle, little, whittle, spittle",5.94,3.07,29212,2170,1/30/19 15:02
21,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"moon
hunt
wine
whine
time
hem
but
what
rut
bell
hell
tell
",1.87,3.01,40354,1279,1/30/19 15:03
57,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,This person is wearing old cloths and smells badly. I think I recognize them from a poster in the post office. Why would a person that I don't know even put me into this situation. I'm having a good time chatting with my friends. What if this person over hears something and tells someone else we were gossiping about them. None of ,2.02,2.02,6261,1972,1/30/19 15:03
22,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"first, bell, smell, fell, gel, dig, fig, wig, moss, sauce, far, tar, car, bar, bay, say, lay, nay, neigh, fey, hey, hay, weigh, way, ",1.07,2.03,4718,1513,1/30/19 15:03
42,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"fine, mine, shine, crime, time, bind, ",4.33,4.29,33212,1100,1/30/19 15:03
3,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,,5.3,2.81,554680,259412,1/30/19 15:03
71,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"bet, fret, net, wet, pet, met, sweat, threat, bloom, boom, doom, womb, zoom, fume, loom, tomb, broom, ",1.16,1.58,12000,3600,1/30/19 15:03
107,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"hawking, balking, round, pound, found, bound, heat, meet, beet, beat, feet, seat, neat, thrifty, nifty, hollar, collar, mound, wink. mink. fink, cards, gaurds, ",1.62,1.01,4710,2617,1/30/19 15:03
27,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"you grew, you clue, you knew, pick kick, pick stick, pick click, it hit, it bit, it kit, it sit, bill mill, ground pound, yards cards, in win, in shin, in tin, in pin, in fin, wallet ",4.95,1.9,6704,2138,1/30/19 15:03
115,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"cause, claws, paws, pause, laws, jaws, because, clause, draws, straws, ",1,1,4114,2310,1/30/19 15:03
69,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,i imagine I'm sitting there telling my boss all the worst parts about my co-workers performance because I'm scathing. I imagine I did most of the work and I deserve more so to be promoted than my co-worker.,5.02,4,5250,2693,1/30/19 15:03
44,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,I am a terrible person for cutting in line.  This is not what I believe in nor an action I would perform.  I would feel so guilty if I cut in a long line and someone else was unable to get tickets because of my actions.  I am angry at myself and my actions.  I absolutely would not do this action.  All of the other people in line would be furious with me.,1,2.03,5911,2799,1/30/19 15:03
91,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"I'm working with a customer in my car dealership and they seem ready to buy. They are looking at a used Ford Focus that appears to be in perfect shape. No scratches, perfect interior, nothing at all. I know that it has a serious issue with the transmission, but I really want the commission since I haven't sold a car in a month. If I don't make this sale I might get fired and get evicted. I lie to them and tell them there's nothing wrong so they will purchase the car.",1,1,13220,2111,1/30/19 15:03
10,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"bar, star, far,  bold, old, fold, cold, told, claw, haul, maul, law, draw, ",1.09,1,12133,13603,1/30/19 15:03
54,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,I am looking at the dirty carpert on the floor trying not to notice the person struggling with a heavy suitcase. I do not have time to help. I rush by and make sure no eye contact is made so I do not have to help. I notice other people rushing by as well I notice the lady tugging at the black suitcase and shuffle to pull the bag up with all her might. She is failing miserably at li,1.99,4,4541,5119,1/30/19 15:04
85,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"roommate: plate, freight

room: spoon, loom, toon, tune

bar: star, par, far, 

work: fork, stork",1.28,4,9762,2374,1/30/19 15:04
13,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,broom vroom doom task ban ran Dan man cut rut hut gut mutt butt show row hoe mow low doe know so bow car mar ,2.02,2.06,3310,2976,1/30/19 15:04
18,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"coup, stew, rue, spew, drew, shoe, sick, tick, lick, slick, trick, spit, writ, slit, band, sand, foot, soot, mitt, bin, sin, din, shin, skin, grin, pour, shore, store, snore, score, spore, sore, ",1.05,1.02,3600,2401,1/30/19 15:04
8,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,I would feel guilty after putting it in my wallet but would probably not chase the person down and just go about my day. the person is a stranger and I will likely never see them again. ,4.79,3.96,52327,1663,1/30/19 15:04
117,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"I'm tired and I do not know this person. All around me there are other people, some of them are standing still. There are Airport employees. I am in a rush. Maybe this person is also rushing to my flight? It doesn't matter. I'm walking as fast as I can and I know that person is behind me. I feel bad about it, but it isn't my job to help them. I watch my feet as I'm walking so that I don't see another person who needs my help. I'm upset enough as it is that I have to take a plane, I hate planes, but now I""m sad that I didn't help this person. I should have helped. I'm wondering how I would feel if it were me trying to catch my flight and needing help. Surely though I wouldn't expect someone to stop when they were rushing to their own flight? I'm wondering if any of the other people that were standing around, leaning against poles, relaxing before their flights are having any thoughts like I am. I get to my gate and check in and hope the other person is okay.  ",6.12,4.93,4625,2081,1/30/19 15:04
50,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"meet
meat
peat
defeat
repeat
fleet
feet
feat
elite
neat
treat
teat
heat
wheat
street
cheat
cleat
beet
beat
greet
mete
sheet
sleet
bleat
sweet
",2,3,4652,12027,1/30/19 15:04
113,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"hit, fit, mitt, zit, rain, brain, drain, zen, bee, knee, tree, flea, glee,beat, beet, street, fleet, meet, feet, frown, gown, drown, brown, ",1.12,1.1,5118,2583,1/30/19 15:05
110,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"shoe, glue, getting, sore, sin, hair, zar, glow, heats, sat, chore, fable, quitting, sable, cable,",7,7,8002,2600,1/30/19 15:05
95,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,I simply hate moving and lifting heavy furniture. I can see my roommate is having some really heavy furniture brought to the room and I hate being here in case they ask me to help them. But they ask me anyway. SO I have to pretend like I am otherwise engaged. SO I tell them I have a lot of work to do on a pending project and research in the library. But I head to the bar instead. ,1.99,1.03,4551,2520,1/30/19 15:05
96,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"bite, talk, too, last, patch, hem, sure, cast, bore",2.63,2.95,24517,15436,1/30/19 15:05
