subject,condition,story_id,story,test_story_id,imagine,response,rating_will,rating_happy,rating_check,rating_justif,rating_detail,rating_cohere,ratingRT,stamp
377,0,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",6,0,"I'm trying to make a sale and when the customer asks if I the car that they're looking at is a good car, I tell them yes. However, I know that its actually a really crappy car, essentially a lemon. The more I talk to this person, the more I start to feel bad. They're a single parent, and finally have enough money to treat themselves to a new car, that they've saved up for. I decide to tell them that I was mistaken, that car is not quite as good as this other car. I try and steer them in the direction of another car instead.",7,1.14,1,2.01,6.65,7,7142,4/10/16 17:41
222,0,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",1,0,"I've had a particularly rough day at work and I'm just trying to get home to have a beer and decompress. I've got a migraine, I feel like crap, and the only thing in the world that interests me right now is relaxing. Upon later reflection, I realize that I'm not the only person in the world who's had a bad day, and that the elderly person needed the seat more than I did.",4.99,1.48,1,2.06,5.35,5.36,13584,4/10/16 17:41
179,2,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",1,0,"The baby started crying again. So i gently nudged the mother of the baby, repeatedly, until she got up and checked it. I know I should try to help with stuff like that, but I have to work while she doesn't. ",1.16,4.95,1,5.96,4.88,4.95,19215,4/10/16 17:42
356,0,4,"<b>Story</b>: You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. <u>You tell your boss all the worst parts of your co-worker's performance.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",6,0,"I just got done working on a long project with Emily, a colleague at work.  It took us forever and there were some trying points in time when she really got on my nerves.  After we turned it in our boss asked me how I felt about Emily's contribution.  Unfortunately I was in a bad mood and only remembered the parts that we argued on.  I told my boss she didn't pull her weight, but afterwards I regretted saying ",4.2,2.96,1,5,5.8,5.9,12641,4/10/16 17:42
416,0,5,"<b>Story</b>: You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. <u>You pick it up and put it in your wallet.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",5,1,"The person in front of me is dressed really well and has expensive looking jewelry on. I am short on cash and am struggling to pay my bills. While walking down the street, I find a $50 that looks like they dropped it. I could really use $50, and they don't look like they need it. Plus, even if it isn't theirs, they will take it anyway, so I am going to keep it. I put it in my wallet quickly before anyone can see me.",6.03,2.97,1,2.94,4.97,7,4642,4/10/16 17:42
134,0,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",7,1,"I imagined that my room mate asked me for help to set her their new funiture. I didn't really want to help and already planned on going out to the bar that night. I lied and told them that I had work to finish so I didn't have to help them. After I got to the bar I felt bad for lying, I should have helped him before going out. ",4.49,2.97,1,2.94,6.48,6.47,3429,4/10/16 17:42
289,0,8,"<b>Story</b>: You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. <u>You tell them that the soup is made with vegetable broth.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",8,1,"I used a family recipe and its sooo good!  I cooked all day to make it perfect.  Just as I was serving it, I remembered that she was a vegan!  OMG.  I told her it was vegan but its not!  Oh could I forget she was vegan?  Do you think she could tell?  Will it really hurt her?",3,3.07,1,3.07,5.72,6.71,5183,4/10/16 17:42
564,0,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",2,1,"I get on the metro train going downtown, during rush hour. There are very few seats but I spot one about half way down the train between a very obese lady and a homeless looking man. However, any seat will do as I have about 45 minutes till we get to my stop. As I progress towards the seat, an elderly man is walking up the train towards me. I pay him little attention, but I bet he is looking for a seat. Oh well, I plop down in my seat and look up just in time to see the defeated look on this old timers face. I can see a couple other people looking at me negativly as well. He saunters off as I think about what I just did. I probably should have left this seat for the man..oops.",2.06,1.99,1,3.01,6.04,5.89,9916,4/10/16 17:42
494,0,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",2,1,"I imagine I'd feel really horrible and stare at her until we locked eyes, I'd then ask her does she want to sit down in a quiet voice. I couldn't see myself just sitting and letting her stand like that.",1.03,1,1,1.05,7,7,22273,4/10/16 17:42
47,0,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",5,0,"I avert my eyes and walk past the person struggling with the heavy suitcase. I know I should stop to help them, but I'm already running the risk of missing my flight if I don't hurry up. Once I'm safely on the plane, I start to think about that person. I tell myself that someone else will have stopped to help them, that they shouldn't have packed so heavily, and it's not my responsibility to take care of every single struggling person I see. ",5.89,3.83,1,6.01,6.03,6.06,11731,4/10/16 17:42
470,2,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was justified, and don't feel b",1,1,"I'm sitting in the cafeteria with my friends. I see Amy, an acquaintance at another table all alone. She gets up and asks if she can squeeze in at our table. There's really no room at all, we're all packed tightly around the table, so I say ""No, I don't think there's room right now. But some of us are almost done and when Judy gets up to leave you can have her spot."" Amy looks kind of sad and sits back down at the other table. I shrug my shoulders at my friends, what did she want from me?",1,3.04,1,4.99,6.9,7,8566,4/10/16 17:42
389,0,8,"<b>Story</b>: You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. <u>You tell them that the soup is made with vegetable broth.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",8,1,"I spent hours cooking soup for my guests.  I use chicken broth in the soup.  Then I remember one of the guests is a vegetarian.  I don't tell him because I don't feel like dealing with the hassle.  After all, what he doesn't know won't hurt him.  A little chicken broth will be good and healthy for him.",6.95,6.83,1,6.8,6.65,6.71,6112,4/10/16 17:42
115,2,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",9,1,I picture myself perhaps faking that I am snoring to better sell the idea that I am in deep sleep.  I imagine peeking at my spouse in the dark to see if she is noticing the act I am putting on.  I may stir just a little to allow her to think that I haven't completely ignored the cries of the baby.  Afterwards I would justify my act by saying to myself that I have a hard day at work ahead of me and she can ctach some sleep during the day,6.02,4,1,6.91,6.94,6.95,3619,4/10/16 17:42
17,2,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",5,0,I quickly walk down the crowded train aisle and spot one seat still available. I walk quickly past an elderly person with full intentions of grabbing the seat before he does. Once I was seated I was able to open my laptop and finish the project I was working on before the deadline hits. I sure While I'm quickly looking for a seat on this crowded,4.9,2.01,1,1.85,6.17,5.58,16736,4/10/16 17:42
350,2,8,"<b>Story</b>: You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. <u>You tell them that the soup is made with vegetable broth.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",8,1,"I'm having guests over for dinner. I spend hours cooking a soup using chicken broth. After finishing, I realize one of my guests, a family member, is vegetarian. I tell them that the soup is made with vegetable broth. I feel less bad since I know they became a vegetarian a week ago.",6.54,6.31,1,6.93,6.25,6.14,3040,4/10/16 17:43
169,0,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",6,1,People people people everywhere. I am going to miss my flight if I do not get past this hoard of people including the little old man struggling with the over-packet suitcase. I normally would help but it will not allow me to get where I have to be to make my flight. I hop over the overturned suitcase and continue running ,5.41,3,1,5.52,6.19,6.1,5245,4/10/16 17:43
9,2,3,"<b>Story</b>: You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. <u>The person is at the front of the line, and you use them as an excuse to cut the line.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",3,1,"Ugh, this line is so long. I literally have been waiting 2 hours since getting off after working because I had to cover for Steven, for the 5th damn time. All I wanted to do was watch Batman vs Super: Dawn of Justice.... I think I see Dave up front. If I could sneak up to the front and talk to him, I would be able to watch the movie. I deserve too; I've worked to hard for nothing.",2.96,1.02,3,1.49,6.25,6.57,1844,4/10/16 17:43
258,2,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",1,0,"This was the only flight available to get home and I had to catch it. I was already running late and there was no way I could stop to help  the person. There were others walking that didn't appear to be in a rush that could have helped the person better than I could of. Even if I stopped, I probably won't be able to help much because my mind would be on my trying to make my flight. ",4.91,5.93,1,5.95,6.01,6.52,38400,4/10/16 17:43
111,2,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",7,1,"This roommate is constantly asking me for help around the house because she has a crush on me. I do not feel the same way. So when she, for the 20th time this day, asked me for help (which she was doing just to get close to me), I lied and said I had something more important to do, but I was actually going to the bar.",2.96,3.39,1,6.05,7,7,9912,4/10/16 17:43
325,2,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",4,0,My roomate is always procrastinating. Today he tool hours to get to setting up some new furniture in his room. I would have been willing to help earlier but he asked so late I just kind of blew him off. I told a little white lie and said I had some work to do and then was going to a bar.I have helped often in the past. I am tired of always being the go to person.,1.07,5.89,1,6.42,5.74,6.1,14139,4/10/16 17:43
164,0,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",0,1,I would tell the customer the truth. There are things I don't have to lie about. ,5.21,4.64,1,2.91,4.82,5.46,1860,4/10/16 17:43
557,2,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",4,0,"I imagine that I really need to make a sale because I am behind in bills. The customer likes the car and loves the color. WHen he asks about any flaws I tell him there none that I know of, knowing that the transmission is going out. I make the sale and am happy that I will earn enough to pay my bills",1.11,1.09,1,1,5.23,5.41,17118,4/10/16 17:43
358,2,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",3,0,"I am extremely tired. This baby has been keeping me up every night this week. It's 3 am and the baby starts to cry again. She just woke up only an hour ago. I really need this sleep. If I pretend I'm asleep, my wife will get her. I got her last time anyway. I can get her next time. ",2.03,3.08,1,5.02,6,5.97,15862,4/10/16 17:43
266,0,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",7,1,I imagine I would feel very guilty for lying to my roommate while at the bar. I would try and still have a good time but back in my mind my lie would start to eat away at me and I most likely wouldn't be able to enjoy myself. I might drink more than I intended to push away the negative thoughts of guilt.,2.61,2.56,1,2,5.71,5.94,10793,4/10/16 17:43
21,2,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",9,1,I get home late from work and don't get much sleep as it is.  When my job starts becoming easier then I will start taking up the slack.  For now I just can't get enough sleep and need my rest so that I won't be late for work.  Besides she is home with the baby and won't work til the baby is about 4 year,2.88,2.86,1,5.47,7,5.97,4958,4/10/16 17:43
438,0,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",9,1,"When you have a new baby, they constantly get up in the middle of the night.  This issue is compounded when you have both spouses that have to work.

In this case I faked being asleep so that my wife would have to take care of the baby in the middle of the night.  I selfishly decided to get sleep at the expense of her not getting sleep.

For this, I am rested the next day and she is not.",5.6,3.47,1,4.26,6.91,5.61,2787,4/10/16 17:43
102,0,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",7,1,"I walk out of my dorm to the sound of thumping in the adjacent room. It's my room mate trying to move some furniture in her room. It's clearly a difficult job and she asks for help, but I quickly decline and say that I really have to get this work done or I'll get in trouble. There's no work to be done. I'm just being a terrible person and refusing to take the slack. I go to a bar and muse over how awful I am over a few drinks, and think about it for awhile.",1,2.51,1,3.08,4.07,4,29341,4/10/16 17:43
304,2,4,"<b>Story</b>: You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. <u>You tell your boss all the worst parts of your co-worker's performance.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",8,0,"I hate my co-worker.  He comes in with stories from reddit every day.  He loves his cat.  He is a big Star Wars fan.  He keeps a bottle of sriracha on the desk, eats fancy ramen noodles  all the time, and has a neck beard.  I can't wait to be this guy's boss so I can fire him and watch him cry.  T",2.76,6.91,1,7,6.67,7,12054,4/10/16 17:44
465,2,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was justified, and don't feel b",1,1,"I am at the cafeteria at the hospital sitting at a table with some of my colleagues, eating lunch. It's a fairly crowded lunchtime rush, and we snagged a table with just enough seats for all of us. I notice another person sitting alone at a table nearby, but that's not all that unusual to me. She comes over and asks if she can sit with us, but I show her that we don't have any seats left. She walks back to the empty table and sits back down. I continue to talk to my friends.",4.96,2.98,1,5.99,4.84,5.03,3493,4/10/16 17:44
331,0,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",7,0,Just as I start to finally drift off to sleep I hear the baby crying. Instead of getting up I pull the covers closer to my face so I appear to be sleeping and wait for my spouse to wake and go check on,1.06,3.03,1,2.33,6.94,6.97,16491,4/10/16 17:44
237,0,4,"<b>Story</b>: You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. <u>You tell your boss all the worst parts of your co-worker's performance.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",2,0,"I'm not being dishonest, I'm simply carefully choosing which aspects of my co-workers performance to share. I'm looking out for myself, and I deserve that promotion.",1.95,3.9,1,4.63,6.45,5.65,8086,4/10/16 17:44
297,0,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",2,1,"I had a rough day and I was heading home. My shoes were killing me and started to bleed. I felt like I needed to sit down and say the elder woman look for a place to sit. But she looked fine enough to stand up, I didnt.",1.24,2.58,1,2.16,5.61,5.07,4344,4/10/16 17:44
93,2,5,"<b>Story</b>: You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. <u>You pick it up and put it in your wallet.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",0,0,"I would be ok with this because no body knows whose $50 it is. So I am justified, because finders keepers.",3.01,5.17,1,5.66,5.9,5.96,5072,4/10/16 17:44
484,0,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was unjustified, and feel bad a",2,0,"I am sitting here with my friends just chatting at lunch and here comes the new kid asking if he can sit with us. I tell him there's no room and he just says, ""ok"" and goes back to his table quietly. I feel bad about this. Maybe I should have offered him my seat. Maybe he just wants to make friends.",1,1.97,1,3.99,5.49,5.51,32429,4/10/16 17:44
298,0,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was unjustified, and feel bad a",6,0,"My friends and I are busy eating our lunch and conversing with one another. Our table is completely full. I see a person sitting alone at a different table. Suddenly they get up and come over to our table, asking if they can sit down. Clearly the answer is no, since there is no more room at the table.",4.97,4.03,1,6.04,6.81,6.71,14454,4/10/16 17:44
483,0,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",0,1,"At my second week at the dealership job I have still not had a sale. A woman is very interested in a car and asks me if it has any flaws. I know she will buy it if I say no, even though I know it has a flaw. There is no way that anyone can say that I knew before hand so I tell her no, it's flawless and make the sale. Now I am able to buy groceries and pay rent but I have told a huge lie and scammed a customer and now I feel terrible.",2.56,1.26,1,3.35,6.51,7,3465,4/10/16 17:44
492,2,3,"<b>Story</b>: You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. <u>The person is at the front of the line, and you use them as an excuse to cut the line.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",3,1,"I wouldn't feel bad about this because people do this all the time.  I may have been in a rush and had a very difficult time getting to the line due to reasons out of my control.  Also, I may not have seen the person that I know in a long time so it would be good to go up and spend and evening with them.",4.89,5.1,1,5.72,4.95,4.07,4237,4/10/16 17:44
119,0,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was unjustified, and feel bad a",8,0,"My friends and I are all sitting together, talking about recent things in our lives. I notice another girl siting by herself. I've never seen her before but she looks alone. She walks over, carrying her tray, and asks if she can join us. I apologize and tell her that our table is full. She looks rejected as she says ""Oh, okay.."" and walks away. I look at my friends and realize we probably could have pushed our seats closer together to make room for her and I feel bad that I didn't think of that sooner. ",2.39,2.9,1,3.09,7,6.77,9656,4/10/16 17:44
517,0,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",8,0,"I am currently behind on sales for the month and my personal finances are tight. A customer comes 9in to buy a car, and I decide to tell them that there are no flaws with the car. From the outside, the car looks great, and is considered a luxury vehicle. I, however, know that once the car hits high speeds it may overheat and have other issues. I know that test-driving the car, the flaws will probably not come out, so I will probably be able to get away with the sale of the car. However, afterwards I feel bad about lying about the car, even though i could have gotten away with the sale of the car. ",2.99,2.99,1,2.04,5.9,4.88,20426,4/10/16 17:44
436,2,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",2,1,I'm tired -this is the last seat on the train .I do not want to stand -there are 30 other people on the train -why wont one of them give up their seat ?why does it have to be me when I am so tired and just want to sit.why is such an od person taking the train at such a crowded time anyway?,1.03,1.17,1,1.03,6.85,6.81,2149,4/10/16 17:44
4,0,3,"<b>Story</b>: You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. <u>The person is at the front of the line, and you use them as an excuse to cut the line.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",7,0,"I am a huge fan of the new movie that just came out and I even read the book! I have waited months to see it and I wanted to be first in line but I got stuck in traffic. I'm afraid the tickets will sell out before I get a chance to buy one. I see a coworker in line up ahead and go to talk to her. In doing this, I am closer to the front of the line. I'm relieved because I am probably the biggest fan but I also feel bad because other people were waiting just like ",1.01,2.02,1,2.01,6.99,6.98,15857,4/10/16 17:44
245,2,8,"<b>Story</b>: You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. <u>You tell them that the soup is made with vegetable broth.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",7,0,"If I had realized beforehand that the guest was a vegetarian I would have accommodated, but there's no way I'm redoing hours of cooking just to swap out the broth I made. It's not like there were chunks of meat in the soup either, so it's not really a big deal. ",3.02,3.84,1,2.96,3.41,4.53,17085,4/10/16 17:44
457,0,1,"<b>Story</b>: You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. <u>The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.</u> Afterward, you think the behavior was unjustified, and feel bad a",1,1,My friends and I joking about how an uncool kid was sitting alone and when he saw us talking about him he thought we wanted him to sit with us.  Unfortunately for him after her came over to sit down we told him the seat was taken and he couldn't sit down.  I could see the depressed look on his face when he walked away.,1.28,1.44,1,1.08,5.98,5.27,4082,4/10/16 17:45
263,2,5,"<b>Story</b>: You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. <u>You pick it up and put it in your wallet.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",5,1,"i had to take a bus to get to a meeting downtown. on board the bus i ran into a guy who was very rude and wouldn't let me sit down next to him. he claimed he needed the other seat, the only other one remaining, for his laptop. we walked off the bus together and noticed he dropped something.",5.01,5.04,1,5.02,4.95,5.03,6575,4/10/16 17:45
109,0,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",1,0,"I have not sold a car in a few weeks.  The bills are pileing up, I have no other choice but to sell this car.  I feel really badly about myself but felt I had no other choice.  ",2.03,1.94,1,1.99,5.05,4.99,18597,4/10/16 17:45
292,2,9,"<b>Story</b>: You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. <u>You pretend to be asleep until your spouse gets up to check on the baby.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",4,0,imagined myself laying in bed pretending to be asleep while my husband gets the baby and i feel happy that i got to stay in bed,3.27,5.89,1,5.62,4.78,5.96,10191,4/10/16 17:45
222,0,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",8,0,"I've got vacation time scheduled in a few weeks, but I don't have enough money to both pay my mortgage and pay for the flight and hotel room. If I don't make this sale, my vacation will quickly become a stay-cation. My choice is between sitting in my living room watching television all day every day, or sipping pina coladas on the beach. I choose the latter, unconcerned with the negative consequences this will have on my customer.",2.19,1.14,1,1.15,5.54,6.33,15505,4/10/16 17:45
163,0,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",9,0,"My new boss is a total jerk. He has told us all that if we don't see enough cars this week, we are all fired. I have my mortgage bill due and my spouse has been ill recently so they can't make up the extra cash needed. I see a customer looking at the car that came in that I know has a bad battery. I tell him the car is like new and he buys. I don't lose my job but 3 others do, I still feel bad about being dishonest to the customer. ",6.95,2.03,1,1.04,6.1,6.1,12342,4/10/16 17:45
448,2,6,"<b>Story</b>: You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. <u>You avert your eyes and walk past them.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",6,1,"I am moving onto catch a flight that I just cannot miss.  I see a young woman struggling with a large suitcase.  Normally, I might have helped, but guys are always willing to a help a woman, so I figure there's no reason for me to do so.  Someone will.",5.97,4.49,1,5.98,4.94,5.13,8283,4/10/16 17:45
218,0,7,"<b>Story</b>: Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. <u>You tell them you have to go finish a project for work, and go out to the bar.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",7,1,This is a really terrible thing to do but I don't want to go to the bar with my roommate today. I made up a story that I have to go finish a project and go out to the bar after that. I have been feeling very bad about it ever since. I feel like confessing and making the whole story known to the roommate in order to clear my concience. When I did this act I was completely out of line. I was not even looking at them in the eye and I could tell they might have even doubted me and the truth.,2.16,1.97,1,2,5.62,5.74,20465,4/10/16 17:45
179,2,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",0,0,I see this old woman walking around the train aimlessly trying to find a seat. After a couple of minutes I notice she still is looking for a seat and can't find one. So I offer her my seat. ,4.99,3.28,1,5.97,5.05,4.88,8403,4/10/16 17:45
416,0,2,"<b>Story</b>: You're about to sit down on a crowded train, when you see an elderly person searching for a seat. <u>You sit down in the seat.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",2,1,"I have been hiking in the mountains for hours in the heat and I am exhausted. On top of that, my knee is starting to hurt. When I get on the train I am looking forward to sitting down. That is when I see the old person at the other end of the train. I know they need to sit down, but I need it too. I take the seat even though they look like they could use it more than me. But I am tired and want nothing mor",1.95,2.97,1,2.97,7,6.01,5530,4/10/16 17:45
377,0,3,"<b>Story</b>: You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. <u>The person is at the front of the line, and you use them as an excuse to cut the line.</u> Afterward, you think the behavior was unjustified, and feel bad about it.",7,0,"I'm very excited to see this movie, but I'm worried that I'm not going to make it. There is a long line, and I'm near the end. However, I notice a friend standing up front who I know will let me stand it line with them. So I decide to line jump in order to talk to my friend. I felt like a turd, but fuck it, I saw an opportunity and took it. I just hope no one else in line gets really pissed at me.",2.96,2.9,1,4.03,6.18,5.07,8923,4/10/16 17:45
6,2,0,"<b>Story</b>: You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. <u>You tell the customer that the car has no flaws.</u> Afterward, you think the behavior was justified, and don't feel bad about it.",5,0,"I see a customer looking at a car. He is very interested in the car. The customer asks me if there is anything wrong with the car. I say no. This car runs brilliantly. Even though that is a lie, I do not feel bad for lying. I need the money. The brake lines on this car are damaged. I do not tell the customer.",1.17,1,2,2.03,2.92,3.03,16800,4/10/16 17:45
