subject,version,condition,story_id,story,test_story_id,imagine,response,responseRT,rating_will,rating_happy,rating_check,rating_justif,rating_detail,rating_cohere,ratingRT,justif1RT,stamp,id
198,baseline,1,11,"Youí¢ä‰åä‹¢re having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell the guest that the soup is made with vegetable broth.",NA,0,,NA,2,3,NA,NA,NA,NA,NA,NA,11/9/15 21:16,1615
215,baseline,0,5,"Youí¢ä‰åä‹¢re in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",NA,1,"I imagined being in a spiral line at AMC in Columbia and seeing my buddy and his wife in the front of the line in a long line to see a new blockbuster movie. I would cut in line to go talk to him, but feel bad as I look around me and see all of the glares and disapproving looks I get from all of the people behind me. I would also notice my wife being very uncomfortable about it too.",NA,2,3,NA,NA,NA,NA,NA,NA,11/9/15 20:13,1157
215,baseline,0,13,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",NA,0,,NA,6,3,NA,NA,NA,NA,NA,NA,11/9/15 20:14,1160
215,baseline,0,4,"Youí¢ä‰åä‹¢re about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",NA,1,"I imagined boarding the metro bus in Baltimore only to see a very crowded bus ahead of me. I would probably be oblivious to the fact that there is an older woman who wanted the seat. As soon as I take it, I'd probably realize what I did and then feel awful about it. I'd probably get a lot of disapproving looks, but someone else would probably give their seat up for the woman if they felt that uncomfortable about it. ",NA,4,3,NA,NA,NA,NA,NA,NA,11/9/15 20:16,1177
215,baseline,0,7,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",NA,0,,NA,7,5,NA,NA,NA,NA,NA,NA,11/9/15 20:17,1180
215,baseline,0,2,"You are walking through a pretty park, drinking a soda. You finish your soda and want to throw out the can, but caní¢ä‰åä‹¢t find a trash bin. You see someone elseí¢ä‰åä‹¢s soda can lying in the grass. You put your soda can on the grass next to the other can.",NA,0,,NA,1,2,NA,NA,NA,NA,NA,NA,11/9/15 20:17,1182
215,baseline,0,1,"You are walking out of the grocery store. A volunteer from the local food bank asks you if you have any food to donate. You tell the volunteer that you caní¢ä‰åä‹¢t donate any food, and continue walking.",NA,1,"I imagined being in a hurry leaving the grocery store after completing my grocery shopping after following a very specific list. When the person asks me, I would tell them I do not have anything to donate at this time, but would suggest that they actually ask people going into the store, instead of leaving, since they would then have the opportunity to buy something that they need. ",NA,5,4,NA,NA,NA,NA,NA,NA,11/9/15 20:19,1202
215,baseline,0,6,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-workerí¢ä‰åä‹¢s performance on a project you did together. You tell your boss all the worst parts of your co-workerí¢ä‰åä‹¢s performance.,NA,0,,NA,2,3,NA,NA,NA,NA,NA,NA,11/9/15 20:20,1205
215,baseline,0,10,"Youí¢ä‰åä‹¢re a teenager, and your parents give you five dollars to buy ice cream cones for you and your sibling. You use the money to buy one big ice cream cone, and eat it yourself.",NA,0,,NA,1,2,NA,NA,NA,NA,NA,NA,11/9/15 20:20,1210
215,baseline,0,9,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out.",NA,1,"In this scenario, I would imagine that it was a Friday, and already had plans to go out with other friends that night that I did not want to go back on. I must have had a really bad week, so I would lie and say I am working late, and instead go to the bar. I would probably need to make other sleeping arrangements as well as it would be obvious if I came home drunk that I was out doing other shenanigans. ",NA,1,3,NA,NA,NA,NA,NA,NA,11/9/15 20:23,1229
215,baseline,0,12,"You are a student studying for an upcoming final exam. A peer is struggling to understand an important concept from the class, and asks you for help. You tell them you doní¢ä‰åä‹¢t have time to explain the concept to them, and go back to studying.",NA,1,"In this scenario, I imagine that I would have found my ""groove"" in studying, and also holed myself away in someplace very quiet and conducive to studying. I am probably also behind on studying myself, therefore I do not have extra time to try to explain a topic that I already know fully to another person, as it would not be mutually beneficial to us both at that time. ",NA,2,3,NA,NA,NA,NA,NA,NA,11/9/15 20:26,1250
215,baseline,0,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",NA,0,,NA,2,1,NA,NA,NA,NA,NA,NA,11/9/15 20:26,1252
215,baseline,0,3,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",NA,0,,NA,1,2,NA,NA,NA,NA,NA,NA,11/9/15 20:26,1253
215,baseline,0,8,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",NA,1,"In this particular example, I am rushing to catch my flight home to BWI and more or less running to my gate as they are beginning to call seating on the intercom. I see a person struggling with a heavy suitcase, and think ""haaa that sucks for that guy"" in my head as I rush past them. I would feel like it's not my problem and not worth potentially missing my flight in order to help them, which they may not even want to begin with. ",NA,7,5,NA,NA,NA,NA,NA,NA,11/9/15 20:29,1272
215,baseline,0,11,"Youí¢ä‰åä‹¢re having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell the guest that the soup is made with vegetable broth.",NA,1,"In this particular scenario, I imagine that my wife tasked me with cooking soup for a meal that we are preparing for her parents who are coming over, and decide to make vegetable soup. In a fit of airheadedness, I forget that my MIL is a vegetarian, and make the soup using chicken broth that we have in the kitchen cabinet. When my wife asks me right before I get there, she asks me what kind of broth I use, and I immediately realize my mistake and say, ""Vegetable, I know your mom is vegetarian!"" Whoops.  ",NA,5,3,NA,NA,NA,NA,NA,NA,11/9/15 20:33,1299
252,baseline,1,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",NA,0,,NA,5,5,NA,NA,NA,NA,NA,NA,11/9/15 22:29,1884
252,baseline,1,5,"Youí¢ä‰åä‹¢re in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",NA,1,I imagined that I would be told to go to the back of the line.,NA,1,2,NA,NA,NA,NA,NA,NA,11/9/15 22:31,1885
252,baseline,1,12,"You are a student studying for an upcoming final exam. A peer is struggling to understand an important concept from the class, and asks you for help. You tell them you doní¢ä‰åä‹¢t have time to explain the concept to them, and go back to studying.",NA,1,I imagined that I was telling someone off and being rude.,NA,1,1,NA,NA,NA,NA,NA,NA,11/9/15 22:45,1889
252,baseline,1,9,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out.",NA,1,I imagined lying to my roommate to go out and drink.,NA,1,1,NA,NA,NA,NA,NA,NA,11/9/15 22:47,1890
252,baseline,1,10,"Youí¢ä‰åä‹¢re a teenager, and your parents give you five dollars to buy ice cream cones for you and your sibling. You use the money to buy one big ice cream cone, and eat it yourself.",NA,0,,NA,1,2,NA,NA,NA,NA,NA,NA,11/9/15 22:47,1891
252,baseline,1,11,"Youí¢ä‰åä‹¢re having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell the guest that the soup is made with vegetable broth.",NA,0,,NA,1,3,NA,NA,NA,NA,NA,NA,11/9/15 22:47,1892
252,baseline,1,7,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",NA,0,,NA,2,1,NA,NA,NA,NA,NA,NA,11/9/15 22:47,1893
252,baseline,1,2,"You are walking through a pretty park, drinking a soda. You finish your soda and want to throw out the can, but caní¢ä‰åä‹¢t find a trash bin. You see someone elseí¢ä‰åä‹¢s soda can lying in the grass. You put your soda can on the grass next to the other can.",NA,0,,NA,2,1,NA,NA,NA,NA,NA,NA,11/9/15 22:52,1895
259,baseline,1,13,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",NA,1,I imagine myself really tired lying in bed but then hear the baby start to cry. I feel as though I need a much needed nap or rest so I pretend I am sleeping until I feel my significant other get up out of bed to go and check on the baby. While I feel bad for doing this I know my partner is here to help! The baby is fine and we go back to sleep.,NA,2,3,NA,NA,NA,NA,NA,NA,11/9/15 20:43,1377
259,baseline,1,9,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out.",NA,0,,NA,2,1,NA,NA,NA,NA,NA,NA,11/9/15 20:43,1379
259,baseline,1,8,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",NA,0,,NA,1,2,NA,NA,NA,NA,NA,NA,11/9/15 20:44,1382
259,baseline,1,12,"You are a student studying for an upcoming final exam. A peer is struggling to understand an important concept from the class, and asks you for help. You tell them you doní¢ä‰åä‹¢t have time to explain the concept to them, and go back to studying.",NA,0,,NA,4,3,NA,NA,NA,NA,NA,NA,11/9/15 20:44,1383
259,baseline,1,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",NA,1,I imagine myself not telling this person the real truth about the car which is not something I would usually do. I also imagined myself saying that there is nothing wrong with the car and working with the customer to make a deal so I make money on the sale.,NA,2,1,NA,NA,NA,NA,NA,NA,11/9/15 20:51,1439
259,baseline,1,2,"You are walking through a pretty park, drinking a soda. You finish your soda and want to throw out the can, but caní¢ä‰åä‹¢t find a trash bin. You see someone elseí¢ä‰åä‹¢s soda can lying in the grass. You put your soda can on the grass next to the other can.",NA,0,,NA,1,1,NA,NA,NA,NA,NA,NA,11/9/15 20:52,1440
259,baseline,1,10,"Youí¢ä‰åä‹¢re a teenager, and your parents give you five dollars to buy ice cream cones for you and your sibling. You use the money to buy one big ice cream cone, and eat it yourself.",NA,0,,NA,3,2,NA,NA,NA,NA,NA,NA,11/9/15 20:52,1444
259,baseline,1,11,"Youí¢ä‰åä‹¢re having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell the guest that the soup is made with vegetable broth.",NA,1,I imagined myself standing over a stove making a meal for all my guests to enjoy. I feel tired and excited that the meal is finally finished and that I can sit down with my guests to enjoy it. While it isn't right to lie I would also feel as though I would not want to remake the entire meal or make a seperate batch for someone who is vegetarian and feel as though this would not harm anyone.,NA,5,4,NA,NA,NA,NA,NA,NA,11/9/15 20:56,1475
259,baseline,1,1,"You are walking out of the grocery store. A volunteer from the local food bank asks you if you have any food to donate. You tell the volunteer that you caní¢ä‰åä‹¢t donate any food, and continue walking.",NA,0,,NA,6,3,NA,NA,NA,NA,NA,NA,11/9/15 20:56,1479
259,baseline,1,4,"Youí¢ä‰åä‹¢re about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",NA,1,"I imagined myself feeling extremely shameful for doing such a thing to an elderly person who probably needs to sit and get comfortable. I could imagine the look on this persons face as I basically ""steal"" a seat that they could have gotten. ",NA,1,1,NA,NA,NA,NA,NA,NA,11/9/15 20:59,1504
259,baseline,1,7,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",NA,1,I imagined myself looking around to make sure no one could see me picking the money up. Because I do not know for sure if the person in front of me lost the money I can see myself picking it up and putting it in my pocket or wallet. What I would do is approach this person and ask them if they had lost any money today and if so how much. If the person did infact say they lost 50 dollars I would gladly see myself giving it back to them. If they said they did not or gave me an incorrect amount I would not feel bad taking the money and keeping it.,NA,5,5,NA,NA,NA,NA,NA,NA,11/9/15 21:03,1529
259,baseline,1,6,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-workerí¢ä‰åä‹¢s performance on a project you did together. You tell your boss all the worst parts of your co-workerí¢ä‰åä‹¢s performance.,NA,1,I imagine myself telling my boss the bad points of this persons performance as well as their good points. While I could use the promotion it is also not right to lie about something to advance myself. At the same time I could see myself doing this because the story did not say if I would be lying about this persons performance or not.,NA,6,4,NA,NA,NA,NA,NA,NA,11/9/15 21:06,1552
259,baseline,1,3,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",NA,1,I could see myself saying this as I would rather sit alone anyhow and enjoy my meal in privacy. I pictured myself being kind and telling the other person that there are others expected to join me or just be honest and say I would rather eat alone if they did not mind. I would also be hesitant in letting a stranger sit next to me because I am a reserved individual in nature.,NA,6,6,NA,NA,NA,NA,NA,NA,11/9/15 21:09,1570
259,baseline,1,5,"Youí¢ä‰åä‹¢re in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",NA,0,,NA,6,4,NA,NA,NA,NA,NA,NA,11/9/15 21:09,1573
286,baseline,2,9,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out.",NA,0,,NA,2,4,NA,NA,NA,NA,NA,NA,11/9/15 21:40,1743
286,baseline,2,8,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",NA,1,"I imagined that I was very stressed about catching my flight. In all honesty, I would not feel bad because I cannot help and not miss my flight. Sometimes you can't do everything There would be plenty of other people who are not in a hurry to help.",NA,1,4,NA,NA,NA,NA,NA,NA,11/9/15 21:44,1755
286,baseline,2,1,"You are walking out of the grocery store. A volunteer from the local food bank asks you if you have any food to donate. You tell the volunteer that you caní¢ä‰åä‹¢t donate any food, and continue walking.",NA,1,I do not feel obligated to donate to every person who asks me. I donate when I want to. I would not feel bad at all.,NA,1,4,NA,NA,NA,NA,NA,NA,11/9/15 21:46,1767
286,baseline,2,3,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",NA,0,,NA,1,4,NA,NA,NA,NA,NA,NA,11/9/15 21:47,1777
286,baseline,2,5,"Youí¢ä‰åä‹¢re in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",NA,0,,NA,2,3,NA,NA,NA,NA,NA,NA,11/9/15 21:48,1780
286,baseline,2,4,"Youí¢ä‰åä‹¢re about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",NA,0,,NA,1,3,NA,NA,NA,NA,NA,NA,11/9/15 21:48,1781
286,baseline,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",NA,1,"As I understand the question, it is assumed that I DID do what is stated. I can only imagine such a thing if I had a hungry family at home and my survival depended on it. In reality, I would never do such a thing --karma is a bitch!",NA,1,1,NA,NA,NA,NA,NA,NA,11/9/15 21:51,1795
286,baseline,2,7,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",NA,1,I would never do such a thing! The only way would be if the person who dropped it had actually stolen it from me!,NA,1,1,NA,NA,NA,NA,NA,NA,11/9/15 21:54,1804
286,baseline,2,6,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-workerí¢ä‰åä‹¢s performance on a project you did together. You tell your boss all the worst parts of your co-workerí¢ä‰åä‹¢s performance.,NA,0,,NA,1,1,NA,NA,NA,NA,NA,NA,11/9/15 21:54,1806
286,baseline,2,13,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",NA,1,"Only if I was deathly ill would I do such a thing! I woud wake up my spouse and because I was so sick, it would be understood that I could not check the baby.",NA,1,1,NA,NA,NA,NA,NA,NA,11/9/15 21:57,1823
286,baseline,2,10,"Youí¢ä‰åä‹¢re a teenager, and your parents give you five dollars to buy ice cream cones for you and your sibling. You use the money to buy one big ice cream cone, and eat it yourself.",NA,1,"I guess I am a very selfish child. I would no doubt get a very big stomach ache as a result. I would deserve it. Why are you asking me these questions? I do not behave like that, and I cannot imagine doing so and thinking it was okay.",NA,1,1,NA,NA,NA,NA,NA,NA,11/9/15 22:00,1834
286,baseline,2,2,"You are walking through a pretty park, drinking a soda. You finish your soda and want to throw out the can, but caní¢ä‰åä‹¢t find a trash bin. You see someone elseí¢ä‰åä‹¢s soda can lying in the grass. You put your soda can on the grass next to the other can.",NA,0,,NA,1,1,NA,NA,NA,NA,NA,NA,11/9/15 22:00,1836
286,baseline,2,11,"Youí¢ä‰åä‹¢re having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell the guest that the soup is made with vegetable broth.",NA,1,"That would be a lousy thing to do, and I wouldn't do it! If I were a rotten person, I would feel just hunky dory about it. But I am not, so I cannot imagine any way to feel good about deceiving my guest.",NA,1,1,NA,NA,NA,NA,NA,NA,11/9/15 22:03,1844
286,baseline,2,12,"You are a student studying for an upcoming final exam. A peer is struggling to understand an important concept from the class, and asks you for help. You tell them you doní¢ä‰åä‹¢t have time to explain the concept to them, and go back to studying.",NA,0,,NA,1,4,NA,NA,NA,NA,NA,NA,11/9/15 22:03,1848
290,baseline,0,11,"Youí¢ä‰åä‹¢re having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell the guest that the soup is made with vegetable broth.",NA,0,,NA,2,3,NA,NA,NA,NA,NA,NA,11/9/15 21:13,1600
290,baseline,0,6,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-workerí¢ä‰åä‹¢s performance on a project you did together. You tell your boss all the worst parts of your co-workerí¢ä‰åä‹¢s performance.,NA,0,,NA,1,1,NA,NA,NA,NA,NA,NA,11/9/15 21:17,1622
290,baseline,0,1,"You are walking out of the grocery store. A volunteer from the local food bank asks you if you have any food to donate. You tell the volunteer that you caní¢ä‰åä‹¢t donate any food, and continue walking.",NA,0,,NA,7,4,NA,NA,NA,NA,NA,NA,11/9/15 21:18,1624
290,baseline,0,13,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",NA,1,"I imagined being so tired from cleaning the house, feeding and changing the baby, cooking, and trying to do all of these things while also making I'm OK as well. I felt as if I didn't want to move, and maybe if I pretended to be asleep, my spouse would get up and relieve me of even more work just this once.",NA,6,5,NA,NA,NA,NA,NA,NA,11/9/15 21:20,1647
290,baseline,0,4,"Youí¢ä‰åä‹¢re about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",NA,0,,NA,5,4,NA,NA,NA,NA,NA,NA,11/9/15 21:20,1650
290,baseline,0,9,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out.",NA,1,"I would really just not feel like helping. If I wanted to go to a bar and they decided to butt in, I wouldn't hesitate to tell a small white lie or even tell the truth.",NA,7,7,NA,NA,NA,NA,NA,NA,11/9/15 21:29,1693
290,baseline,0,2,"You are walking through a pretty park, drinking a soda. You finish your soda and want to throw out the can, but caní¢ä‰åä‹¢t find a trash bin. You see someone elseí¢ä‰åä‹¢s soda can lying in the grass. You put your soda can on the grass next to the other can.",NA,0,,NA,1,2,NA,NA,NA,NA,NA,NA,11/9/15 21:29,1695
290,baseline,0,5,"Youí¢ä‰åä‹¢re in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",NA,1,"I would have wanted to just get to the movie faster, I don't even think I would feel bad about it because it's not really wrong to do.",NA,5,4,NA,NA,NA,NA,NA,NA,11/9/15 21:34,1725
290,baseline,0,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",NA,0,,NA,1,1,NA,NA,NA,NA,NA,NA,11/9/15 21:35,1726
290,baseline,0,12,"You are a student studying for an upcoming final exam. A peer is struggling to understand an important concept from the class, and asks you for help. You tell them you doní¢ä‰åä‹¢t have time to explain the concept to them, and go back to studying.",NA,1,"If I had a limited amount of time, I would not hesitate to suggest that they look online or ask someone else who is done studying. ",NA,5,4,NA,NA,NA,NA,NA,NA,11/9/15 21:41,1744
290,baseline,0,3,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",NA,1,"I would have probably felt like they weren't going to enjoy sitting with us, or the opposite.",NA,4,4,NA,NA,NA,NA,NA,NA,11/9/15 21:47,1769
290,baseline,0,8,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",NA,1,"I can imagine myself being in a rush, and I wouldn't have time to help regardless. ",NA,7,4,NA,NA,NA,NA,NA,NA,11/9/15 21:49,1784
290,baseline,0,10,"Youí¢ä‰åä‹¢re a teenager, and your parents give you five dollars to buy ice cream cones for you and your sibling. You use the money to buy one big ice cream cone, and eat it yourself.",NA,0,,NA,1,1,NA,NA,NA,NA,NA,NA,11/9/15 21:50,1787
290,baseline,0,7,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",NA,1,"I can imagine not being sure who the money belonged to, and would have no issues with picking it up and using it for myself.",NA,7,7,NA,NA,NA,NA,NA,NA,11/9/15 21:51,1794
291,baseline,0,4,"Youí¢ä‰åä‹¢re about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",NA,0,,NA,6,3,NA,NA,NA,NA,NA,NA,11/9/15 20:46,1394
291,baseline,0,8,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",NA,0,,NA,6,3,NA,NA,NA,NA,NA,NA,11/9/15 20:46,1398
291,baseline,0,9,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out.",NA,0,,NA,3,4,NA,NA,NA,NA,NA,NA,11/9/15 20:47,1402
291,baseline,0,5,"Youí¢ä‰åä‹¢re in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",NA,0,,NA,7,5,NA,NA,NA,NA,NA,NA,11/9/15 20:47,1404
291,baseline,0,2,"You are walking through a pretty park, drinking a soda. You finish your soda and want to throw out the can, but caní¢ä‰åä‹¢t find a trash bin. You see someone elseí¢ä‰åä‹¢s soda can lying in the grass. You put your soda can on the grass next to the other can.",NA,0,,NA,2,2,NA,NA,NA,NA,NA,NA,11/9/15 20:47,1406
291,baseline,0,7,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",NA,1,"I am walking down a street when I see a $50 bill on the ground. I pick it up right away and examine if it's real. I think the person in front of me dropped it but I'm not exactly sure. I think about what I could do with this money but a part of me thinks that I should just leave it where it is. I then try to justify keeping the money by telling myself that no one owns this money and therefore, it should go to whoever finds it first.",NA,2,2,NA,NA,NA,NA,NA,NA,11/9/15 20:53,1449
291,baseline,0,1,"You are walking out of the grocery store. A volunteer from the local food bank asks you if you have any food to donate. You tell the volunteer that you caní¢ä‰åä‹¢t donate any food, and continue walking.",NA,1,"A volunteer from a local food bank stops me as I'm walking out of a grocery store. She politely asks me if I have any food to donate and that it's going to a good cause. I tell her that I have nothing and try to leave as soon as possible. When I get to my car,  I start to feel really guilty because I do have some extra canned goods at home but I just don't want to give them away for free. ",NA,6,2,NA,NA,NA,NA,NA,NA,11/9/15 20:59,1507
291,baseline,0,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",NA,1,"I see a customer that looks like a first time car buyer. I engage in small talk and try to gain this customer's trust. When the customer expresses interest in buying a car, I tell her that they've made a great decision. I know deep in my heart that the car the customer's interested in is a lemon, but I think about my bottom line and continue lying. I feel bad but I justify what I'm doing. ",NA,5,3,NA,NA,NA,NA,NA,NA,11/9/15 21:04,1533
291,baseline,0,6,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-workerí¢ä‰åä‹¢s performance on a project you did together. You tell your boss all the worst parts of your co-workerí¢ä‰åä‹¢s performance.,NA,0,,NA,5,4,NA,NA,NA,NA,NA,NA,11/9/15 21:04,1537
291,baseline,0,12,"You are a student studying for an upcoming final exam. A peer is struggling to understand an important concept from the class, and asks you for help. You tell them you doní¢ä‰åä‹¢t have time to explain the concept to them, and go back to studying.",NA,1,"I am in the library studying for an important exam. A classmate of mine then taps me on the shoulder and asks me if  we could study together as she's struggling to learn the material on her own. I tell her that I study better alone than in a group and that I won't be much help to her. After a few minutes, I leave the library because I don't want her to ask me again. I feel really bad about my actions but I think about what gives me a better advantage. ",NA,3,2,NA,NA,NA,NA,NA,NA,11/9/15 21:18,1630
291,baseline,0,13,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",NA,1,"At 2 am, I wake up from a good night's sleep. My baby is crying in the other room. I want to get up and check but I'm so tired and sleepy. Since my husband is also with me, I wait until he gets up to check on the baby. I wait for a few minutes, pretending to be asleep. My baby's cries are getting louder. I pinch my husbands arm so that he'd wake up. He finally wakes up and attends to our baby. While I'm in bed, I feel terrible about what I'd done. ",NA,2,1,NA,NA,NA,NA,NA,NA,11/9/15 21:23,1668
291,baseline,0,3,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",NA,1,"I'm in a school cafeteria chatting with my friends. I notice a classmate of mine sitting alone at a different table. I wave hi and he waves hi back. A few minutes later, he comes to our table. He asks my friends and I if he could sit with us. Our table looks really full. Noone offers him a seat. So I decide to tell him that our table is full. He then walks away from us.  I feel bad about this but I think about my status with my friends. ",NA,2,2,NA,NA,NA,NA,NA,NA,11/9/15 21:27,1688
291,baseline,0,11,"Youí¢ä‰åä‹¢re having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell the guest that the soup is made with vegetable broth.",NA,1,"I'm preparing dinner for my guest. I just spent hours cooking soup using chicken broth. I'm really proud of this dish because it took me such a long time to perfect. I serve this dish to my guest. Everyone seems to really like it. I feel very proud of myself. After dinner, one of my guest asks me the ingredients of the soup. I then remember that this guest is a vegetarian. I know that if I tell her I used chicken broth, she'll get really upset. I tell her that I used vegetable broth instead. I feel dishonest but in this case, lying is the best option to avert trouble. ",NA,2,2,NA,NA,NA,NA,NA,NA,11/9/15 21:34,1723
291,baseline,0,10,"Youí¢ä‰åä‹¢re a teenager, and your parents give you five dollars to buy ice cream cones for you and your sibling. You use the money to buy one big ice cream cone, and eat it yourself.",NA,0,,NA,4,4,NA,NA,NA,NA,NA,NA,11/9/15 21:34,1724
326,baseline,2,5,"Youí¢ä‰åä‹¢re in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",NA,1,My husband and I are going to see the new superhero movie.  I'm driving and it's raining so I drop him off at the door.  He gets in line and the line quickly fills behind him.  By the time I find a parking spot he's near the front and I walk past everyone to join him.,NA,2,5,NA,NA,NA,NA,NA,NA,11/9/15 20:37,1326
326,baseline,2,3,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",NA,0,,NA,5,3,NA,NA,NA,NA,NA,NA,11/9/15 20:38,1329
