subject,condition,story_id,story,imagine,response,responseRT,rating_will,rating_happy,rating_check,rating_justif,rating_detail,rating_cohere,ratingRT,stamp
5,0,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"My coworker and I were working on a big project.  He did a good job but was late on some deadlines and a little hard to work with but all in all he worked pretty hard.  My boss gives us an opportunity to advance and when questioned I only tell him the bad behavior of the coworker.  I feel bad but I really need the promotion and after all, I wasn't late or hard to work with.  ",120006,3.01,2.94,1,2.98,5.01,7,10665,4/9/16 19:07
265,0,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,My wife and I just become parents and are very tired.Its the middle of the night and my eyes open to a faint sound of our baby crying.I am so tired that I preteen to be asleep until my spouse gets up to check on the baby.I feel really bad about it but I hope to make it up tomorrow when i am fully rested.,120000,5.01,3.08,1,5.01,5.41,4.97,9367,4/9/16 19:07
566,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,,30294,4.5,4.95,0,0,0,0,6541,4/9/16 19:07
120,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"I'm thinking I must have suffered from temporary insanity, as I would normally never, ever do such a thing as this. I can only speculate that some unseen force, perhaps a deeply repressed psychic ""artifact"" lodged in by deepest unconscious mind found a way to reach out from the depth and cause me to behave in a reprehensible manner. I ",120002,1,1,1,1,6.03,7,14586,4/9/16 19:07
15,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,"My husband and I just had a new baby, and weve been getting up in the middle of the night every since to help the baby stop crying. One night the baby started crying at 2: am as usual, buy I was so exhausted, that I wanted my husband to do it, so I just kept on sleeping so he would get up and see to the baby. he did.",120000,6.02,5,1,6.01,6.02,6.03,12039,4/9/16 19:07
13,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,,23423,1.01,2,0,0,0,0,5503,4/9/16 19:07
262,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,,46896,4.01,3.06,0,0,0,0,10922,4/9/16 19:07
1,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,,23715,1.37,2.2,0,0,0,0,7116,4/9/16 19:07
329,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,,40551,2.01,3.01,0,0,0,0,17935,4/9/16 19:07
104,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,,52659,5.01,3.03,0,0,0,0,12085,4/9/16 19:07
91,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,I am walking down the street and suddenly I see a 50 dollar bill on the ground.  I pick it up and put it in my wallet and think its my lucky day.  I don't know whose it was and don't feel like I should do a survey of whose money it is.,122116,5.87,5.91,3,4.96,6.06,5.94,9317,4/9/16 19:07
535,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,,24472,3.48,3.24,0,0,0,0,18025,4/9/16 19:07
238,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,I've been walking around town running errands all day in a new pair of heels. I wanted to dress smart for an interview and didn't bring a spare pair so my feet are killing me. I see the older person but I feel the beginning of a blister on my heel so I take the seat and let the older person stand.,120570,1,2.06,1,2.91,6.64,7,61061,4/9/16 19:07
362,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,"I rush into a very crowded train and search for the people getting off to hopefully catch an empty seat. I spot an open seat and gently shove myself through the crowd to get to it. I see an elderly man looking for a seat, but he seems to be in good shape, and I know my pregnant legs need a break at least for a few stops so I sit in the seat. ",119990,5.19,3.83,1,5.91,6.07,5.99,6662,4/9/16 19:07
550,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"I'm going to miss my flight. I have to hurry. I see this person with heavy baggage, but I don't have time to help hem. If I do, I'll miss my flight. It's not my responsibility to help them.",120000,2.75,3.06,1,5.89,6.32,6.25,10710,4/9/16 19:07
476,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,I WOULD SEE MY FRIEND IN LINE AND I WOULD THINK WHAT'S JUST ONE MORE PERSON AND IT'S NOT LIKE I'M CUTTING IN FRONT OF THE PERSON WE ARE GOING TO THE SHOW TOGETHER AND HE WAS JUST HOLDING MY PLACE.,119996,5.04,4.99,1,5.49,6.45,6.99,51710,4/9/16 19:07
254,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,,22095,6.96,6.93,0,0,0,0,4057,4/9/16 19:07
527,0,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,,51099,3.41,2.29,0,0,0,0,11706,4/9/16 19:07
531,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,,46336,6.03,5.08,0,0,0,0,8682,4/9/16 19:07
42,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,,26513,2,3,0,0,0,0,9522,4/9/16 19:07
520,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,,37264,1.04,1.03,0,0,0,0,8884,4/9/16 19:07
478,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,"I had gotten into a biking accident a week ago and it had resulted in me breaking my shin bone.  On this day, I was on a train to go traveling and had been using the crutches all day. I noticed an elderly person looking for a seat, but besides his age, he was healthy. I decided to sit down instead of giving the person the seat, as I'm the one who had a broken leg and needed to sit down. I feel absolutely justified.",120002,5.96,2.97,1,6.03,6.03,6.02,14106,4/9/16 19:07
568,0,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,I was so tired out when the baby began crying. By instinct I woke up and heard our new baby crying. I wanted to attend but had had such little sleep and worked so much I was exhausted. I allowed my husband to get up instead. He has the day off. ,120003,4.25,2.99,1,2.98,6.38,6.23,15534,4/9/16 19:07
187,0,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,,40265,1,1.95,0,0,0,0,7384,4/9/16 19:07
88,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,,29456,6.08,5.04,0,0,0,0,4712,4/9/16 19:07
30,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,,42488,1,1.95,0,0,0,0,7726,4/9/16 19:07
550,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,,6650,5.16,5.17,0,0,0,0,2391,4/9/16 19:07
294,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"I can imagine myself going to the bar to keep from helping my roommate set up furniture. I lie to him and enjoy myself at the bar. I have a great time meeting others. After I leave the bar, I think about my friend and how I deceived him. I feel really bad and go to see him and tell him the truth. I tell him that in the future I will help him.",120016,6,2,1,2.01,6.01,6.9,30723,4/9/16 19:07
248,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"I am working as a car salesman and am having a busy day. A customer comes up to nme and very rudely asks me if a car has any flaws. I say no but know that the air conditioner in the car is broken. I want to sell the car because if I don't, I dont get paid and I am a single parent of three children. I say no because it is an easy fix for the custome",120000,2.05,1.98,1,5.01,6,5.99,14744,4/9/16 19:07
174,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"The new Captain America Civil War movie is out. Tom and I head to the movies in the morning to buy tickets for the night showing. However, we notice that their is a huge crowd. Tom starts to mention that all the theaters are selling out. I state that maybe we should cut. Tom jokes that I shall. I then began to wonder how all this movie craze is not letting me think.",120003,1,3,1,1,7,7,13363,4/9/16 19:07
408,0,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"I woried about msssing my flight to Boston to see my daughetr becasue I go held up i security, but I do have enough time to make the gate with at leats 10 minutes to spare. I see an elderly woman struggling with a heavy bag trying to gte to her gate. She says hse's looking for 27 which is just don the way, to anotehr person, but I avert my eyes and rish past even though I could stop and help. I had the time and I feel bad about it. I should have stopped, it wouldn't have cost me ",120005,5.04,3,1,5,6.05,6.04,10001,4/9/16 19:07
314,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"I cook what I cook, My friend is a vegetarian, only because he follows fads. I forgot he was trying the vegetarian thing again. He's never gonna be able to tell the difference and I'm not gonna sweat it.",120001,4.01,4.04,1,4.02,4.01,3.96,5115,4/9/16 19:08
534,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"It's been weeks since I've had time to myself after working on a huge project for work. I really needed a break and something fun to do to relax. I've helped my roommate several times in the past with various tasks, and figure that skipping on this one request of theirs shouldn't hurt too bad. I lie and say I have to finish a project for work, and instead go out to the bar. At the time, it seemed fine to tell a bit of a lie, but afterward I feel guilty for ditching my roommate. I owe it to him to at least be honest, and I wasn't able to even do that. ",119999,5.51,3.28,1,3.21,6.2,6.21,7451,4/9/16 19:08
343,0,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,I am walking down a pretty deserted street and there is someone hurriedly walking in front of me while rummaging through their purse. I notice a $50 bill lying on the ground and it makes sense that it was likely dropped out of the wallet of the person in front of me but I put it in my wallet anyway. Afterward I feel terrible about it and wish there were some way of getting it back to the rightful owner.,120004,1,1,1,1,6.5,6.6,8267,4/9/16 19:08
491,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,I'm sitting at a cafeteria table with five of my friends.  We all have a meal in front of us with our drinks.  I see a young man sitting alone at the table next to us.  He stands up and walks over to ask if he can join us since we look like a friendly bunch.  I tell him that I'm sorry we don't have room ,119995,6.04,5.99,1,6.78,6.9,6.87,16474,4/9/16 19:08
1,0,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,,29381,1.96,2.93,0,0,0,0,6401,4/9/16 19:08
589,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"The guest who is vegetarian is a good friend of my brother but has had a hard time keeping up with being vegetarian. He will say he is vegetarian for one month then eat meat again the next month. Instead of having to leave to buy a different meal for the guy that can't decide whether he wants to be vegetarian or not, I just tell him and save myself the time and headache. I feel like my actions are justified.",120001,4.96,4,1,5.97,5.02,6.08,23344,4/9/16 19:08
315,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,,38558,2,2.19,0,0,0,0,10949,4/9/16 19:08
138,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,"Before getting on the train, I overheard this person gossiping loudly about how younger people are all evil and deserve to be on a different train. So after getting on the train, I quickly move to the only available seat so that this hostile person will have to stand instead.",119998,5.13,4.62,1,4,6,6.24,18671,4/9/16 19:08
553,0,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,,19972,1,1,0,0,0,0,6283,4/9/16 19:08
520,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,,23277,1.05,1.09,0,0,0,0,7933,4/9/16 19:08
549,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"I just heard that my best friend was in an accident and was not expected to live.  I wanted to see him before he passed away, so I got a flight at the last minute.  I got caught in traffic and was afraid I would miss my flight, but made it with minutes to spare.  Then I saw the person struggling with the suitcase.  I would normally help them but if I did now I would miss the flight and never get to my friend in time.",120001,4,4,1,5,6.87,6.78,7383,4/9/16 19:08
531,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,,15017,7,5.99,0,0,0,0,11987,4/9/16 19:08
368,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,,69973,3.54,5.72,0,0,0,0,17910,4/9/16 19:08
64,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,I am in line for the latest blockbuster. I have trouble standing for more than a few minutes without back pain. I see my friend at the front of the line. I go to say hi and stay there to get in. I am also a senior so I see no harm.,120014,6.95,6.97,1,6.95,6.97,6.97,8999,4/9/16 19:08
30,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,,24584,7,5.94,0,0,0,0,6462,4/9/16 19:08
344,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,,82257,2.96,4.01,0,0,0,0,20598,4/9/16 19:08
541,0,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,Afterwards I'd not feel great about this especially if I didn't even get the promotion. Not only was I a jerk behind a coworkers' back but it also didn't even help my situation. And what if my coworker finds out? I'd just feel terrible. ,120001,1,1,1,1,5.45,5.94,7139,4/9/16 19:08
415,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,,70723,2.01,3.21,0,0,0,0,8895,4/9/16 19:08
313,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,The baby woke again in the middle of the night. I had been the only one to get up to take care of the baby for several nights in a row and was overly tired at this point.I pretend to be asleep so that my spouse would be forced to get up and take their turn at parenting. ,120005,5.01,3.02,1,5.38,5.89,5.18,6496,4/9/16 19:08
567,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,"i am lying next to my wife. we are just cuddling and then it happens. the baby is at it again!. i am so tired, so comfortable and i know april is awake. i think she is waiting for me to do something but i'm totally just going to lay here. i worked all week. i deserve a rest. she will get up and take care of it i'm sure",120000,7,2.93,1,6.09,7,7,79169,4/9/16 19:08
207,0,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,,48597,6,3.96,0,0,0,0,18158,4/9/16 19:08
175,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,It's absolutely not about me. I have never been acted like this. This behavior is terrible and dishonest. Any promotion couldn't explain behavior like this. Should be ashamed!  ,119997,1.05,1.07,1,1.03,6.92,6.94,7552,4/9/16 19:08
485,0,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,"I was exhauseted. I had been up and day and night with my newborn for atleast a weeks traight. Tonight, I was detrermined to get some sleep. As soon as I layed down and got comfortable I heard our baby cry. Knowing my husband was right next to me, I sat there pretending to be asleep atleast long enough for him to go check.He got up and checked on her and rocked her back to sleep. I got up ",120000,7,3.04,1,5.19,6.6,7,6704,4/9/16 19:08
580,0,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"I am just strolling down the street with my dog.  Suddenly I see a fifty on the ground.  Looking up I see the man in front of me is putting away his wallet.  It must have been his.  I pick it up and keep it, since I spent way too much at the bar last night.  The man looks like he is not well off, dressed in ratty dirty clothes.  I wonder if I should have said something.  It is clear he needed that money.  ",120083,2,1.75,1,2.1,6.07,6.16,16091,4/9/16 19:08
521,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,,137574,4.63,4.54,0,0,0,0,6413,4/9/16 19:08
476,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,,24504,2.01,2.51,0,0,0,0,21032,4/9/16 19:09
7,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"I pick up that money and shove it in my wallet.  We've been broke for many months now and to have 50 bucks would really help.  Besides, I didn't see that dude drop anything.  Anyone could have dropped it.  If I ask him, he'll just say yes he dropped money.  He'll take it from me one way or another.  We could use the fifty to get the stove turned on.  Besides that dude is wearing a Burberry coat!  His suit is worth at least 800.  He could afford to lose 50 if it was his indeed.",120181,6.78,5.18,1,6.47,6.59,6.72,5749,4/9/16 19:09
135,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"I am just not patient enough to spend time moving furniture. It also hurts my back to a degree. So I just lie and say I have to go to work.

My roommate makes a lot of annoying demands, so this is a passive-aggressive way to blow him off. I feel lazy and like I am a spoiled brat who just shirks their duties.

I have a somewhat heavy feeling as I am drinking in the bar. I drink extra to forget it.",120001,2.26,2.74,1,2.31,5.7,5.89,8857,4/9/16 19:09
514,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"I'm rushing to catch my flight, carrying a heavy suitcase in one hand and pulling my screaming child in the other. I see someone struggling with a suitcase that appears to be just as heavy as my own and I avert my eyes and walk past them. We need to catch the flight on time to meet up with my husband who was relocated to a different state and had spent the past month trying to get our new house in a livable condition. If we missed the flight we'd have to pay for a new ticket and that'd take a whole other month.",120001,7,4.96,1,7,7,7,5684,4/9/16 19:09
132,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"I can't help it that I'm an extremely popular guy that knows tons of people, I use that to my advantage at times....so sue me!  Besides, I just donated 50$ to the green peace guy asking for money on the corner when  I was downtown today.",120002,1.04,1.95,1,6.01,6.97,6.86,7560,4/9/16 19:09
167,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,"I don't care if the old person needs a seat. I happen to be sore from gym practice. Further, the old person looks to be standing solidly and he can take it.",120001,6.03,4,1,6,5.06,7,8179,4/9/16 19:09
478,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,,45278,6.04,6.01,0,0,0,0,20683,4/9/16 19:09
544,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"I'm walking down the street when I notice a $50 bill just lying there. I look around and the only other person I see is a guy about 20 yards ahead. Maybe he dropped it, but if I ask him he's just going to say he did whether he did or not, and I am the one who found it. Plus...why would you be carrying a fifty and just drop it. Weird. Anyway, finders - keepers. ",120001,5.45,3,1,3.01,6.99,6.96,21975,4/9/16 19:09
343,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,,36834,6.54,3.04,0,0,0,0,16867,4/9/16 19:09
321,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,"I just got on the bus after a long day of work. I notice that an elderly man is looking for a seat on the crowded bus toward the front. There are many young people sitting near where he is standing that could potentially offer him a seat. I am near the back of the bus where it would be hard for the man to get to anyway, therefore, I do not feel bad about my actions. I instead feel that somebody closer to the man should offer him a seat. ",120001,1,1,1,2.01,7,7,18463,4/9/16 19:09
573,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,,72499,6,2.98,0,0,0,0,5855,4/9/16 19:09
308,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"I see a $50 bill on th ground and pick it up. I saw that a person in front of me was looking at his wallet, but I rationalize that the bill wasn't his and put it in my pocket.",119999,1,1,1,1.05,5.96,6.02,6982,4/9/16 19:09
527,0,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,,33293,5.98,4,0,0,0,0,32337,4/9/16 19:09
506,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"I just got my food from the cafeteria line and see my friends already seated. I head over and sit down quickly, there was only one spot left and the table had filled up quickly since I had started to walk over. A few seconds later I feel a tap on my shoulder, a boy is standing behind me and asks if I can make room for him to sit. The table is already stuffed as is, so I apologize and tell him there's not enough room left.",120000,7,3.01,1,6.01,5.58,5.13,154914,4/9/16 19:09
395,0,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"I imagine meeting with my boss Raoul. I know he is deciding about which one of us to promote, myself or my coworker Dixon. I have incurred substantial debts and really need the money that would come with the promotion. We are chatting and he asks me about a recent project we finished. I worked on it with my competitor Dixon. While Dixon did do a good job, he did insult a client and fall asleep during a presentation, which I end up mentioning in passing, hoping to harm his chances of promotion. ",120001,5.95,3.78,1,3.86,6.38,6.41,17056,4/9/16 19:09
315,0,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,,42592,1.02,1.98,0,0,0,0,11083,4/9/16 19:09
589,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,,54075,5.95,5.01,0,0,0,0,7383,4/9/16 19:09
268,0,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,"The baby is crying and someone has to get up, I think that I could just wait to see if the spouse will do it. I feel guilty, but I just don't want to get up. Let him do it this time I think. I feel bad, but I just want to stay all warm and cozy. Maybe I'll get up the next two times to make it fair... Just let him do it this time...",119997,2.99,2.98,1,3.01,6.98,6.96,9350,4/9/16 19:09
452,0,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,I'm rushing to catch a flight and I see someone struggling with a bag.  Since Im in a hurry I don't stop to offer help.  Later I feel a bit bad for this.,120003,5.03,4,1,4,5.11,4.93,20173,4/9/16 19:09
55,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"Ugh! I can't believe how long this line is. I showed up an hour early for crying out loud. Wait! There's Paul near the front of the line. I step over to him casually. ""Hey Paul! What's up?"" I stay in line next Paul after our greeting. He looks a little uncomfortable about it, but so what? I NEED to see this movie today.",120000,3.81,1.87,1,4.43,6.87,6.72,9518,4/9/16 19:09
183,0,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,Since I do not know who dropped the money i can't really give it back.  Think that if i knew who dropped it it would be easier to give it back. ,120003,2.16,4.97,3,5.66,2.89,5.05,8349,4/9/16 19:09
132,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,,16284,3.69,3.03,0,0,0,0,6838,4/9/16 19:09
7,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,,22011,2.06,2.09,0,0,0,0,4800,4/9/16 19:09
541,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,,33599,7,4,0,0,0,0,12018,4/9/16 19:09
399,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"As i am standing inline at The Spencer Theatre on Grand Ave, i notice my friend Mary and her husband Mike inline only a couple spots from the booth. Fearful of tickets selling out soon, i walk up to Mary and strike conversation with them so as ",120004,3.07,2.01,1,2.06,6.2,6.6,21436,4/9/16 19:09
175,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,,34916,2.02,1.99,0,0,0,0,6706,4/9/16 19:09
514,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,,28630,5.99,2.93,0,0,0,0,5282,4/9/16 19:09
167,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,,26744,4.77,4.86,0,0,0,0,2872,4/9/16 19:10
121,0,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"I'm walking down the street when I spot a 50 on the sidewalk. A ways ahead, I see a drunk stumbling along and deduce he's the one who dropped it. I quickly scoop it up. I needed the money, but I still feel bad about it.",120001,4.98,2.93,1,1.95,6.78,6.83,5367,4/9/16 19:10
415,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,,41678,5.97,4.09,0,0,0,0,17016,4/9/16 19:10
