subject,version,condition,story_id,story,test_story_id,imagine,response,responseRT,rating_will,rating_happy,rating_justif1,rating_justif2,rating_detail,rating_cohere,ratingRT,justif1RT,stamp,id
A1KWIJXTC47YWE,experiment3_replication_real,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,0,"Hit, mit, pit, he, she, fee, bee, heat, meet, feet, heal, steal, meal, feel, reel",119999,3.98,2.99,-1,1,-1,-1,23514,15753,2021-12-21 14:09:06,13111
A1CUDX7TTS2W61,experiment3_replication_real,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,0,"bar,car,tar,few,pew,zen,tin,fight,light,might,pup,cup,",120001,6.02,3.6,-1,6.04,-1,-1,5650,4145,2021-12-21 14:09:09,13112
AI5RMOS8R652G,experiment3_replication_real,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,0,"caw flaw jaw saw maw haw raw paw shaw claw (flaw)
jar far mar tar star par har czar bar (car)
bow slow mow tow go flow row poe toe snow hoe roe whoa joe no ho",120000,1,1.1,-1,1.34,-1,-1,12242,5615,2021-12-21 14:09:13,13113
A1PBFDQR599N3K,experiment3_replication_real,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,0,"tell, smell, hell, dell
soup, dupe, coupe, loop, hoop, poop
made, laid, paid, fade",120001,3.49,2.89,-1,3.12,-1,-1,13221,4022,2021-12-21 14:09:23,13114
A2EED3HLTA96CP,experiment3_replication_real,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,0,"car
star
mar
tar
far
jar
mar
par
war
boom
spoon
doom
loom
tomb
bet
met
pet
let
get
jet",120008,5.04,2.95,-1,5.04,-1,-1,6995,3097,2021-12-21 14:09:43,13115
A33B85TN97HQ33,experiment3_replication_real,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,0,"know, bow, low, stow, dough, mow, owe, no, ",120007,6.87,3.99,-1,6.03,-1,-1,12512,3513,2021-12-21 14:09:44,13116
A1DUPOUC9RNU4L,experiment3_replication_real,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,0,"zoom, tomb. noon, pan, tan, van, man, car, far, czar, par, tar, blow, snow, tow, toe, low, clerk, twerk, sad, mad, glad, fad, tad, ",120012,3,3,-1,4.02,-1,-1,4680,6923,2021-12-21 14:10:33,13117
A14KDNZSWDFIE7,experiment3_replication_real,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,1,"",120998,5.94,6.74,-1,6.04,6.12,5.04,29928,8151,2021-12-21 14:10:46,13118
A1PTX4IB9R34LI,experiment3_replication_real,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,1,"I only get paid if I make sales and rent is due, so I lie about it to ensure that I get paid so I can keep my house. I do not feel bad because I believe that the customer would do the same if they were in my shoes.",120166,5.06,6,-1,5.07,6.95,6.94,5208,2911,2021-12-21 14:10:59,13119
A3A8P4UR9A0DWQ,experiment3_replication_real,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,0,"The girl wanted to walk because she didn't have a car.
She was so upset she wished upon a star.
She was going to go anyway but wanted to tell her not to go far.",121001,1,1,-1,1,-1,-1,40426,4170,2021-12-21 14:10:59,13120
A1SRQ63M2VV6QP,experiment3_replication_real,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,1,I imagined myself rejecting my friend and also thinking about the best way to reject him without seeming rude.,121002,5.01,4,-1,6.01,4.93,6.04,14536,7069,2021-12-21 14:11:10,13121
AQJWO4YPR3LUQ,experiment3_replication_real,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,1,I've had a long day at work on my feet and its a long walk to the train from my office. I get on the train and its very crowded like it normally is after work and its difficult to find a seat. I find one seat and take it ahead of an elderly woman who is also searching for a seat as well. She doesn't notice the seat as quickly as I did so I grabbed it before she could even see it. She has to remain standing through the ride and doesn't find a seat for her whole ride.,120007,3.05,1.25,-1,1.25,6.89,6.73,11315,6493,2021-12-21 14:11:20,13122
A1ILD5BPLI8X1P,experiment3_replication_real,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,0,juggling met net pet doom boom car mar par tar sell fell kelp fare fair care mare tear pare pair stare bear bare dare hair hare ,120002,2.97,2,-1,2.99,-1,-1,14361,5531,2021-12-21 14:11:22,13123
AU849EHZNGV2Z,experiment3_replication_real,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,1,I imagined I had been standing for a long time and was in pain. I imagined that I recognized the elderly person from earlier and that they seemed very mean. I felt justified to take the seat after standing for so long and being in pain.,120004,5.02,4.27,-1,5.12,5.13,5.77,7904,20816,2021-12-21 14:11:45,13124
A3C8NUIBNZYMT2,experiment3_replication_real,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,0,"The minute my friend Mike told me he was moving to a new place I knew there was a reason for him to be telling me he had a new room, and it wasn't because of the full moon. It quickly went from news to a question for help, faster than an orange turns to juice. I said I couldn't because I had work to do but in the back of my mind I knew all I had was drinks to do.",119998,4.48,2.87,-1,3.62,-1,-1,4869,2816,2021-12-21 14:11:46,13125
A1CUDX7TTS2W61,experiment3_replication_real,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,1,Telling my boss all my co-workers worst traits. I didn't feel bad because I need the promotion to get paid more money. I need the money to pay for my house and my car and to afford to start a family with my wife. My co-worker is also not a nice person and they don't deserve to be promoted over myself because they tend to lie and be lazy at work. My boss deserved to know the bad parts of my co-workers performance because they wouldn't be a good fit for the promotion that is being offered. All in all I imagined that i was entirely justified because I deserve the promotion and need it. ,120004,3.06,3.02,-1,5.93,5.84,5.54,4205,1829,2021-12-21 14:12:10,13126
A26DHMK9VDG2V2,experiment3_replication_real,0,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,0,"new you
asleep peep
spouse house
check wreck
spouse mouse
new too
up pup
up cup
crying lying
you sue
to lou
the knee
on con
",120001,2.54,1,-1,1.95,-1,-1,20497,11077,2021-12-21 14:12:19,13127
AI5RMOS8R652G,experiment3_replication_real,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,0,"fleet great meet seat beat beet peat neat heat feat leet wheat teat sheet (street)
wick stick tick dick flick slick pick tick rick quick (pick)
holler collar ",120000,2.96,3.42,-1,3.08,-1,-1,9370,4856,2021-12-21 14:12:25,13128
A2EED3HLTA96CP,experiment3_replication_real,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,1,"I need to earn money to feed myself and my loved ones. If I don't generate revenue I do not get paid. Any customer may discover things wrong after any sale, so if they do they can bring it back to get fixed or whatever, but I need the sale on the books now and that's the way it's gonna be, it's as simple as that. ",120003,5.97,5.02,-1,5.98,6.96,6.99,4874,2258,2021-12-21 14:12:42,13129
A1PBFDQR599N3K,experiment3_replication_real,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,1,"I imagine, I have a needy roommate and I want to go to the bar. I imagine myself going to the bar like a total dick and having fun and not helping my roommate.",120004,4.81,3.36,-1,3.16,5.68,6.78,10798,9149,2021-12-21 14:12:48,13130
A33B85TN97HQ33,experiment3_replication_real,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,0,"bad, cad, lad, sad, mad, dad, add, tad, pad",120014,7,4,-1,7,-1,-1,11378,3869,2021-12-21 14:12:52,13131
A1KWIJXTC47YWE,experiment3_replication_real,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,0,"Fig, rig, sid, heal, meal, steal, reel, deal, feel,  mad, rad, dad, lad, fad, ",120001,4,2.97,-1,3.97,-1,-1,30267,17295,2021-12-21 14:13:12,13132
A1DUPOUC9RNU4L,experiment3_replication_real,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,1,"I'm called into my boss's office and he tells me to sit down and explain the last project I worked on with Kathy. While I like her, I let him know of all the ways she stalled the progress of the project. I made her sound lazy and incompetent. I really need this promotion, so I'm not telling the entire truth.",120003,1.07,1.13,-1,1.08,6.03,6,7340,3826,2021-12-21 14:13:45,13133
A1PTX4IB9R34LI,experiment3_replication_real,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,1,"I have been working here for a long time and I feel I deserve the promotion more than anyone, so I tell my boss the bad things about my co-worker. I feel as if they are probably doing the same thing, so I do not feel bad. I am willing to do what I have to do in order to climb the ladder.",120011,5.04,5.79,-1,5.98,6.96,6.95,4607,2698,2021-12-21 14:14:00,13134
A3A8P4UR9A0DWQ,experiment3_replication_real,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,1,I would feel justified if I had 30 people to my house and had made a large amount of food. If I knew that the vegetarian was a new vegetarian or just doing it for show I would be ok.,121005,2.04,2.04,-1,3,7,7,11031,7310,2021-12-21 14:14:21,13135
A1143GKN5T807X,experiment3_replication_real,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,0,"bar, car, star, far, tar, par, gar
room, broom, zoom 
They, say, way
tell, fell, smell, well, sell
work, twerk
out, pout, route, grout, shout",120003,1.39,1.99,-1,2.13,-1,-1,15225,11625,2021-12-21 14:14:33,13136
A3C8NUIBNZYMT2,experiment3_replication_real,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,1,"I could not wait to see this movie, seconds after I saw the trailer I knew I'd try to be first in line to see the first showing. I just didn't expect so many people to be thinking the same thing. I couldn't believe the line that was there to buy tickets when I arrived. But as I looked closer I realized that my friend, Dennis, was near the front. I grabbed my phone, texted him and said look back. The next text was, I'm coming up next to you, I don't care about these people behind you. I need to get in.",120001,4.37,3.61,-1,3.11,6.33,6.76,6000,4287,2021-12-21 14:14:43,13137
A1ILD5BPLI8X1P,experiment3_replication_real,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,1,"I am walking down the street and I see a tall man wearing sweats and a hoodie push past a woman and pull something out of her pocket as she boards a bus on the side of the road. As he tries to put it into his pocket, I see it fall onto the ground. As I think of what I am going to do, I get closer and look down on the ground. I see that what he dropped was a 50 dollar bill, with the woman gone, I pick it up and stuff it deep into my pocket, smiling that he still didn't get what he wanted. I feel good about his bad karma. ",120002,1.96,1.97,-1,1,6.99,7,17232,5723,2021-12-21 14:14:48,13138
AQJWO4YPR3LUQ,experiment3_replication_real,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,0,"winner, thinner, blue, sue, froth, done, sad, mad, glad, fit, get, moth, this, ",120004,3.08,1.1,-1,1.19,-1,-1,7377,12717,2021-12-21 14:14:54,13139
A1CUDX7TTS2W61,experiment3_replication_real,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,0,"zoo,pho,car,bar,tar,bin,tin,zen,meth,beth,fable,stable,beats,",120010,4.24,4.21,-1,7,-1,-1,6182,2894,2021-12-21 14:15:27,13140
A26DHMK9VDG2V2,experiment3_replication_real,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,1,I imagine I am getting on the F train during the evening rush hour.  I step on the train and it is packed with people from front to back with people already standing and holding on the rails.  I see one seat left that no one seems to have noticed but I see an elderly woman notice it at the same time.  I rush to the seat before the elderly woman can make it to the seat.  I sit in the seat as she gives me a disappointed look.  I slightly smirk at her and then look down at the floor. ,120000,1,1,-1,1,7,7,6938,4149,2021-12-21 14:15:30,13141
AU849EHZNGV2Z,experiment3_replication_real,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,0,"moss, gloss, floss, fall, mall, tall, hall, hearts, carts",120002,4.6,3.4,-1,5.54,-1,-1,55627,1840,2021-12-21 14:15:35,13142
AI5RMOS8R652G,experiment3_replication_real,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,1,"When I was moving out of my dorm in college I asked them to help me. They told me they couldn't but they just went and played video games instead. I felt I was just repeating their behavior. If you want others to help you, then help them out if you can. I felt really angry that they didn't help and remembered that they choose video games over helping a friend out. So, now I chose something else too. ",119999,4.89,3.68,-1,4.95,5.63,5.93,12092,7476,2021-12-21 14:15:44,13143
A2EED3HLTA96CP,experiment3_replication_real,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,0,"winner
spinner
grinner
sinner
book
nook
took
look
rook
picking
moth
",120001,1.07,3.03,-1,2.98,-1,-1,9087,4953,2021-12-21 14:15:45,13144
A33B85TN97HQ33,experiment3_replication_real,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,0,"sit, lit, kit, knit, wit, mit, bit, pit, hit, it, ",120017,3.99,2.98,-1,4.99,-1,-1,10028,4869,2021-12-21 14:16:03,13145
A1PBFDQR599N3K,experiment3_replication_real,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,1,I imagine myself telling the stranger to go ahead and pull up a chair. I would have no problem with it.,120001,2.2,3.21,-1,3.06,6.57,5.52,24804,5604,2021-12-21 14:16:18,13146
A1PTX4IB9R34LI,experiment3_replication_real,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,0,"right, tight, parts, darts, warts, wreck, fiddle, ",120002,6.04,6.13,-1,6.03,-1,-1,5557,2137,2021-12-21 14:16:54,13147
A3A8P4UR9A0DWQ,experiment3_replication_real,0,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,0,"There is nothing wrong nothing at all.
The car is great there are no flaws that I recall.
The car runs great and it never stalls.",120001,1,1.03,-1,1,-1,-1,5544,2610,2021-12-21 14:17:20,13148
A1KWIJXTC47YWE,experiment3_replication_real,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,0,"Met, let, man, fan, Stan, pan, star, far, steal, meal, reel, peel",119998,1.41,2.98,-1,1,-1,-1,33338,29180,2021-12-21 14:17:24,13149
A3C8NUIBNZYMT2,experiment3_replication_real,0,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,0,"I am a car salesman but sometimes I wish I was a car tan man. I on;y get paid for cars I sell and it always seems I can wait to tell anyone with ears about how hard that is. If a man walks in and shows any interest, I may just lie and say I may jus",119999,3.27,2.19,-1,1.93,-1,-1,9303,4051,2021-12-21 14:17:39,13150
A1143GKN5T807X,experiment3_replication_real,0,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,1,"I was in a big hurry to catch my flight and I didn't have time to stop for anything.  Just ahead of me, there was a man struggling with his suitcase.  I knew if I stopped to help him, I would probably miss my flight.  As I got closer, I looked down and kept walking until I was well past him.  I feel bad, I know that if I was in that situation, I would hope that someone would help me.",120004,3.51,2.07,-1,3,4.99,6.75,9894,7924,2021-12-21 14:17:51,13151
AJQ71YIGY01HZ,experiment3_replication_real,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,1,"I am sitting with my friends, there were no seats left. I felt bad for telling the person they couldn't sit but there was no room. If there was a seat I would have told them yes.",120001,6.81,4.18,-1,6.82,6.45,6.06,472244,122118,2021-12-21 14:18:00,13152
A1ILD5BPLI8X1P,experiment3_replication_real,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,0,worsen rat cat mat fat sat fine dine mine nine divine define too boo clue rut nut mutt putt tut groovy mad rad dad sad tad fad gad had lad pad ,120002,3.04,2.97,-1,3.04,-1,-1,8116,4718,2021-12-21 14:18:18,13153
A1CUDX7TTS2W61,experiment3_replication_real,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,0,"frown,mound,band,taned,faned,till,zeal,meal,eel,feel,proped,meal,teal,",120008,1.91,2,-1,5,-1,-1,5337,2198,2021-12-21 14:18:22,13154
A26DHMK9VDG2V2,experiment3_replication_real,0,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,0,"You new too who two 
car par 
who  new too you
sold mold hold bold
in win tin den men 
any many
flaws claws paws
that hat mat cat pat gnat
bad mad had sad 
it sit mit hit ",120001,1,1,-1,1,-1,-1,7600,4991,2021-12-21 14:18:36,13155
A2EED3HLTA96CP,experiment3_replication_real,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,0,"night
might
mite
bite
spite
might
bright
tight
spies
ties
byes
",120001,6.98,5.04,-1,6,-1,-1,9042,2907,2021-12-21 14:18:42,13156
AI5RMOS8R652G,experiment3_replication_real,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,0,"coup loop poop stoop hoop droop sloop (soup)
bell hell gel fell shell pell well yell nell (tell)
winner sinner thinner (dinner)
stout flout clout shout (about",120003,2.08,2.35,-1,1.34,-1,-1,14419,6430,2021-12-21 14:18:58,13157
AU849EHZNGV2Z,experiment3_replication_real,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,1,I imagined that the person in front of me that I think dropped the bill owes me fifty dollars. I imagined they were angry and tried to leave without paying me the money they owe. When I saw the money on the ground I picked it up and put in my wallet justifiably because it was money owed to me.,120001,5.17,4.87,-1,5.97,5.23,5.89,4891,2080,2021-12-21 14:18:59,13158
A33B85TN97HQ33,experiment3_replication_real,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,0,"bar, par, are, mar, car",120013,5.97,4,-1,6.01,-1,-1,11269,3539,2021-12-21 14:19:12,13159
A1PBFDQR599N3K,experiment3_replication_real,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,1,I can imagine doing this to a small extent I might do this if I really wanted to see this movie.,120001,4.93,3.78,-1,4.59,6.18,6.13,7353,3595,2021-12-21 14:19:29,13160
A1PTX4IB9R34LI,experiment3_replication_real,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,1,"I have been waiting for this movie for a long time, but tickets are scarce. By luck, I spot a friend in lie and use them in order to cut in line. He is a good friend as does not mind it. We then enjoy the movie together.",120008,6.97,6.94,-1,6.98,6.95,6.94,4266,2086,2021-12-21 14:19:48,13161
AQJWO4YPR3LUQ,experiment3_replication_real,0,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,0,"fig, toss, moss, blue, moo, fall, mall, meal, teal, peel, deal, heel, four, hid, bid, lid, ",120007,1.17,1.16,-1,1.09,-1,-1,60725,12780,2021-12-21 14:19:57,13162
A3A8P4UR9A0DWQ,experiment3_replication_real,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,1,I would feel uncomfortable with the stranger. I don't know the person and would want my own space.,120001,6,5,-1,7,7,7,8179,2324,2021-12-21 14:20:29,13163
A3C8NUIBNZYMT2,experiment3_replication_real,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,1,"I had been planning this dinner for months. Every since I had a final headcount all I did was make sure every last detail was taken care of. But I guess now I know why I don't host more of these. The more I thought about it, the more wanted to feature my famous chicken noodle soup for the main appetizer. I wanted everyone to try it and just would not take no for an answer. That was until Jeremy walked in and his wife remarked how she couldn't wait to try the vegetarian dishes she had heard about. What was she talking about? she as eating this soup even if i had to lie",119999,4.51,2.38,-1,3.6,5.51,5.7,5115,3731,2021-12-21 14:20:36,13164
A1143GKN5T807X,experiment3_replication_real,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,0,"seats, meats, beats, heats, feats, treats
table, mable, sable, fable
bad, sad, mad, tad, lad, fad, rad, brad, dad
asks, masks, tasks, flasks
left, heft
your, more, tore, sore, bore, thor, store, core",120004,1.13,1.14,-1,1.41,-1,-1,11554,13524,2021-12-21 14:21:14,13165
A1CUDX7TTS2W61,experiment3_replication_real,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,1,I'm on the train and I'm tired after being up all night to finish a work project. I notice a elderly man making a scene as he is looking for a seat almost as if he is demanding someone give up their seat for him. At that moment I see a seat open near by so I sit down in the seat to rest after being up all night. The train is approaching its next stop so I am sure that another seat will open up for the man so all will work out anyways. I don't feel bad about it at all because I deserve to rest after being up all night. ,120003,3.01,2.05,-1,5.97,6.07,7,4686,2541,2021-12-21 14:21:22,13166
A1ILD5BPLI8X1P,experiment3_replication_real,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,1,"I am at the airport and am running late. I have 5 minutes to get my gate, and I'm not sure it's enough time. I can't miss this flight because I need to get home for my daughters birthday. I am walking as fast as I can while pulling my suitcase behind me. I keep looking ahead just trying to focus on getting to my gate. In front of me I see someone with a very large suitcase and it looks heavy. They aren't having much luck with moving it. Normally I would stop, but I am running out of time and I cannot miss this flight. I move my eyes away from them so I don't feel bad about being unable to help and start jogging ahead. ",120003,1.97,1,-1,2,7,6.04,6085,3278,2021-12-21 14:21:26,13167
A26DHMK9VDG2V2,experiment3_replication_real,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,1,I'm standing in the line for movie tickets that forms on broad st in front of the only theater in town.  There are about 20 people ahead of me.  I see my friend from high school at the front of the line.  I casually walk up and begin speaking with them acting as if I'm just visiting.  I slip them money and ask them to buy my ticket too. ,120002,5.04,2.95,-1,1.97,7,7,10915,4253,2021-12-21 14:21:52,13168
A146MSML39KY98,experiment3_replication_real,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,0,thinner booking Roth bell paid bend towers poop done bore tests ,120017,2.97,1.99,-1,2.01,-1,-1,24359,11401,2021-12-21 14:21:55,13169
A1KWIJXTC47YWE,experiment3_replication_real,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,1,You are thinking about minor flaws with a certain part of the car the customer is asking about.In this certain area t You are going to tell the customer there are major flaws. ,119998,1,2.97,-1,1,3.02,3.64,18957,31162,2021-12-21 14:21:56,13170
AU849EHZNGV2Z,experiment3_replication_real,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,0,"maybe, mouse, house",120001,4.27,4,-1,5.02,-1,-1,14324,2088,2021-12-21 14:22:06,13171
A33B85TN97HQ33,experiment3_replication_real,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,1,I saw myself working hard on the soup. I learned about the guest but also learned that it was a fake attitude. They just said that to impress people. In actuality they eat meat all of the time.,120008,7,4.98,-1,6.87,2.98,4,7154,3550,2021-12-21 14:22:19,13172
AI5RMOS8R652G,experiment3_replication_real,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,1,"My co-worker constantly slacks off but butters up the boss to make it seem like they are a hard worker. The only reason they've been putting any work in lately is because they know they could be promoted. However, when the boss isn't around they mess around on their cellphone and chat with other co-workers. So, though my co-worker did some work, usually they don't and it is time the boss realized they aren't a good worker",119992,3.68,4.02,-1,4.26,6.5,6.45,14689,7361,2021-12-21 14:22:30,13173
A1PBFDQR599N3K,experiment3_replication_real,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,1,I would tell my boss all of this but II would probably,120001,3.08,2.79,-1,3.46,6.16,5.74,9240,3947,2021-12-21 14:22:35,13174
AJQ71YIGY01HZ,experiment3_replication_real,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,0,I felt bad if someone in the line couldn't get tickets because of me but I didn't really feel like it was skipping the line because I could just tell my friend to buy extra tickets and I'd pay them for it.,120002,6.47,3.23,-1,1.98,-1,-1,25093,29426,2021-12-21 14:22:52,13175
A3AZJGI9D7C0PD,experiment3_replication_real,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,0,"beat
meet
greet
cheat
feet
test
best
pest
nest
chest
crest
crown",120003,1,1,-1,1,-1,-1,10427,3661,2021-12-21 14:23:08,13176
