subject,condition,story_id,story,imagine,response,rating_will,rating_happy,rating_check,rating_justif,rating_detail,rating_cohere,ratingRT,stamp
543,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"car, far, tar",2.09,2.95,0,0,0,0,30725,3/28/16 15:00
67,1,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"bar=(car,scar,tar,par,czar,far)
out=(pout,rout,gout,lout)
want=(gaunt,haunt,taunt)
",1,1.95,0,0,0,0,9320,3/28/16 15:00
76,1,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,"yea right! he would do the same thing. plus this is why you co-sleep, so no one has to get out of bed in the middle of the night. 
don't become a parent if you're not prepared to do the work! ",1.1,2.88,1,1.09,6.54,6.74,8420,3/28/16 15:00
173,1,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,,4.94,4.94,0,0,0,0,213360,3/28/16 15:00
152,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"Soon, Moon, Coon, tickets, rickets, get, met, ",3.04,5.82,0,0,0,0,6298,3/28/16 15:00
60,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,I ran to catch the train after my class at school. When I got on the train I saw one seat and I scrambled to get the seat running past an elderly person. I had been standing all day at school and really needed to be able to sit down for awhile. The elderly person didn't seem to even notice that I took the seat. After a couple minutes of watching the elderly person searching for a seat I felt really bad that I took the seat that they probably needed more than I did.,5.01,3.03,1,4.98,7,7,11591,3/28/16 15:00
272,0,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"pick and lick, with trick and dick, and wick, also up and dump rhyme too!. your and door, and boar, and whore, cc",4.87,3,0,0,0,0,20086,3/28/16 15:01
310,1,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"New: pew, few, screw, dew, flew, grew, blue, you, sous, view, stew
Night:  might, fight, flight, fright, slight, height, trite, smite, plight
Check:  wreck, deck, fleck, neck, trek, peck, ",5.01,4,0,0,0,0,9284,3/28/16 15:01
554,1,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"rushing: blushing, flushing, mushing. flight: bite, right, might, kite, fight, bright. heavy: levy, chevy. eyes: pies, spies, cries, dies, ",4.94,2.88,0,0,0,0,13735,3/28/16 15:01
284,1,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"i would not feel obligated to help in this situation.  i would feel somewhat guilty for not helping, but the risk of missing the flight would be too much of a deterrent.  i would figure that the person should have packed a suitcase that they could actually handle properly.  my concern would be getting to where i needed too be.  ",5.63,2.96,1,6.31,6.94,6.95,5181,3/28/16 15:01
143,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"'tell' rhymes with fell, bell, gel, well, yell, smell, dwell, and cell.",6.12,5.98,0,0,0,0,32784,3/28/16 15:01
114,0,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,I imagined that I was really desperate to earn the commission on selling the car because I have a vet bill to pay for my sick elderly dog. The customer was just buying the car as a second car and seemed to have money so I tried to justified saying there was no flaws. I still felt really bad after and made myself promise not to do it again. ,3,2,1,5.02,5.99,6.97,6726,3/28/16 15:01
180,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"stick, sick, slick, round, sound, talking, stalking, shocking, sad, mad, glad, had, stink, shrink, sink",5.32,4,0,0,0,0,12338,3/28/16 15:01
123,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"I imagine that she will not know the different.  So, I continue with the idea but I feel that it was wrong to do so.",5.01,3.09,1,2.95,5.83,5.65,18738,3/28/16 15:01
466,1,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"It's a breezy afternoon during the work week, and I'm out to lunch. I see a fifty-dollar bill on the ground and decide to pick it up. I do notice a person twenty yards in front of me and I think he may have dropped it, but I'm not sure, since I didn't see him reach for his wallet or his pockets.  So I decide to just keep the money instead.",3.97,3,1,3.78,4.99,6.77,7719,3/28/16 15:01
595,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"room - boom, womb, tomb, zoom
bar - scar, far, par
tell - well, fell, bell
out - pout, stout, gout
set - let, pet, wet
ask - task, cask, flask
",4.47,3.41,0,0,0,0,8855,3/28/16 15:02
62,1,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"Boss rhymes with moss, gloss, and toss. Parts rhymes with starts and farts. Worst rhymes with first. All rhymes with fall, mall, and call. Tell rhymes with fell, sell, and yell.",2.01,2.01,0,0,0,0,7989,3/28/16 15:02
409,1,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,I tell the customer the car is fine. I look them in the eye and tell them the lie to their face,4.34,4.68,2,4.82,4,5.46,19766,3/28/16 15:02
300,1,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"Dave and I are up for the same big promotion. He called me fat the other week though, so I don't really like him. My boss, Jerry, asked me to rate his performance on a past project. Ha! I told him the truth, but only the parts that made Dave look terrible. That promotion is mine for sure!",2.97,2.03,1,1.99,5.95,6.06,7852,3/28/16 15:02
376,1,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,parent apparent middle little baby maybe crying buying sighing tying dying spouse mouse douse check peck speck ,6.01,2.99,0,0,0,0,13041,3/28/16 15:02
373,1,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,I imagine walking. I imagine seeing something green that appears to be money ahead of me. As I get closer I see that it is money. I looked around and quickly bend over to pick it up. I look at how much it is. I realize it is $50 and I am elated. I hurry up and shove it in my pocket. I only see one person in front of me and it may be theirs. But it is mine now and I am happy.,6.95,6.92,3,5,6.02,6.9,3676,3/28/16 15:02
96,0,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"I have been up constantly with the baby and am so exhausted. If I could just get a couple of hours of non interrupted sleep I would feel fine. Maybe if I pretend to be asleep, he will be kind and get up. I know its wrong but just this once.",5.39,3.44,0,0,0,0,31076,3/28/16 15:02
140,0,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"I am working over time and have had little luck with sales all day. I see a customer who seems really rude and obnoxious and I want them to leave and I need to make money. They ask if the car is in good shape and are rude to my coworkers, I step forward and say the car has no flaws knowing that it is caveat emptor when you buy a car. I hope to kill two birds with one stone: Money and no more annoying customer!",1,2.64,1,2.09,5.88,5.47,26226,3/28/16 15:02
558,1,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"down rhymes with frown, brown, drown, clown. Train rhymes with rain, crane, lane. When rhymes with hen, then, been, ",1.95,2.01,0,0,0,0,10934,3/28/16 15:02
147,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"soon - moon, noon, dune, rune, loon, coon, june, 
know - grow, bow, mow, low, sew, 
cut - but, nut, rut, what, mutt, 
line - mine, nine, sine, ",1.04,2,0,0,0,0,12817,3/28/16 15:02
185,1,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"Line rhymes with dine, mine, fine. Cut rhymes with but, nut, hut, gut, put, rut. See rhymes with bee, fee, knee.",5.1,4,0,0,0,0,7633,3/28/16 15:02
403,0,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"Bill, fill, thrill, dill, mill, will, pill, grille, kill, sill, street, feet, beat, heat, meet, neat, greet, seat, think, link, fink, pink, wink, sink, dink, rink, ",1.03,1,0,0,0,0,11559,3/28/16 15:02
149,1,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"My roommate just bought some new bedroom furniture from Ikea.  It looks like it is very difficult to assemble - lots of parts, difficult instructions, etc.  I am usually very good with those sorts of things and my roommate could clearly use my help.  I've been wanting to go check out a new bar with some old college friends who my roommate does not know.  If I miss this opportunity to see them it will be months before we can get together again.  I tell my roommate that I need to go into work to finish up a very important project that is due soon, but instead I go meet my friends at the bar.  It is a very fun night.",5.01,4,1,4,5.02,5.43,5466,3/28/16 15:02
225,1,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"eyes - cries, dies, fries, guys, pies, skies, thighs, wise, ",2.02,3.02,0,0,0,0,15079,3/28/16 15:03
213,0,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"Asleep rhymes with deep. Spouse rhymes with mouse and house. To rhymes with blue, sue, new, and goo. Baby rhymes with maybe. Night rhymes with might, light, and flight. Crying rhymes with sighing. Check rhymes with neck and deck.",4.99,3,0,0,0,0,8880,3/28/16 15:03
364,1,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"My son and I are walking to the movies,  and we only have enough money for tickets no popcorn or drinks.  I see the money fall to the ground, I pick it up quickly put it in my pocket. I look around to see if anyone is looking.  I dont see anyone.  My son doesnt even realize what happened.  I turn to him and tell him that I found the money.  We laugh and say how cool ",6.94,6.91,1,6.08,6.83,6.94,10724,3/28/16 15:03
204,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"Line rhymes with climb, crime, dime, grime, time, thyme, twine
Standing: branding, standing, commanding
Front: blunt, brunt, bunt
cut: but, gut, hut, nut, jut, slut, shut, smut, ",1.4,2.48,0,0,0,0,15337,3/28/16 15:03
450,1,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"and: band, land, stand, grand; big: fig, rig, dig, swig, wig; boss: loss, toss, sauce; ",5.02,3.08,0,0,0,0,8091,3/28/16 15:03
355,1,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"due, dew, knew, moo, who, too, hue, goo, Jew, coo, loo, goodbyes, disguise, sighs, skies, ties, talk, balk, caulk, avast, mast, cast, vast, ",3.03,2.02,0,0,0,0,6030,3/28/16 15:03
158,1,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,"I am very tired from working hard the night before and need my sleep in order to perform well at work the next day. The baby starts crying and wakes me up in the middle of the night. I am very annoyed and hope my spouse would be kind enough to deal with it since she knows I worked myself too hard. I pretend to be asleep so I do not have to argue about it and I want to focus on falling back asleep. Luckily for me, she decides to take care of the issue as I continue sleeping.",4.92,3.01,1,5.94,4.98,5.9,3548,3/28/16 15:03
505,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,I imagine being back in high school and seeing the person alone at the table. I feel somewhat bad. Then I see the person walking towards my table and asking to sit down. I tell the person no and feel bad afterwards because I could have made room if I wanted. I see the person once again sitting alone and feel even worse.,1.02,1.94,1,1.04,6.03,6.07,9852,3/28/16 15:03
99,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"guests, pests, nests, vests. hours, showers, powers, cowers. soup, loop, dupe, coop. broth, sloth, moth. tell, smell, well, wail, bail, flail, male.",4.81,3.48,0,0,0,0,20156,3/28/16 15:03
435,0,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"Jenny and I worked on a compilation project a couple of weeks ago where she did not pull her weight. I told my boss about her performance, but I was doing so for the wrong reasons. I was not doing it to help Jenny. I did it in order to place myself in a better position for a promotion from my boss. I felt bad about it.",2,1.98,0,0,0,0,4374,3/28/16 15:03
209,0,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,I'm just walking down the street when I see a fifty-dollar bill in front of me. I bend over to pick it up. I look around to see if anyone is looking for it. The only person near me is a person in front of me. They are putting their wall,4,4,1,5.1,5.04,5.98,12678,3/28/16 15:03
229,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,I am sitting at the table with 4 of my best friends.  We are laughing and enjoying our lunch when someone walks up and politely asks if I minded if they joined us.  I looked but it was pretty clear there were no,6.95,5,1,6.92,2.92,4.95,11677,3/28/16 15:03
332,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"We would all be talking and enjoying our lunch together. I would feel regretful that we could not allow the person to join us, but logically there is just no room for them. All of our seats our filled, and there is no more space at the table. I would not feel bad for refusing the person, because I said no due to a logical reason instead of out of spite. I would tell them maybe next time if there is room at the table.",7,4.01,1,7,5.01,5,25497,3/28/16 15:03
230,0,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,As I'm walking down the street I find a 50 dollar bill laying there and pick it up. I see someone in front of me that I believe dropped it.I am unsure if they did or didn't and if I mention it they will assuredly take it whether they did or not. I decide to keep the bill though I feel bad but my uncertainty allowed me to keep it.,6.01,3.02,1,3.01,7,7,15228,3/28/16 15:03
397,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"they rhymes with hey, hay, may, jay, okay, weigh. Go rhymes with mow, moe, toe",2.02,1.99,0,0,0,0,27248,3/28/16 15:03
221,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"bar, star, far, mar, par, raid, made, laid, hen, bin, chin, grin, cold, mold, told, hold, fold, sold, two, few, mew, toe, grow, slow, mow, fro, doe, bat, sat, cat, fat, chat, spat, rink, clink, stink, mink, ",1,1,0,0,0,0,37711,3/28/16 15:03
471,1,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,My flight is about to take off. I'm several minutes late. I have been waiting for 3 hours for my flight. I see this person struggling with their luggage and I briskly walk past them.,7,4,1,4,3.98,5.25,94697,3/28/16 15:03
264,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,I imagined working as a salesperson making enough money to live comfortable. I would not mind making more which is justified. I told the customer there was no flaw in the car to sell it so I can have more money.The customer was happy about getting the car he liked and I think that makes everything okay. ,1,2.01,1,1.96,7,7,22605,3/28/16 15:03
472,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,I work hard everyday at work.  When I come home I don't want to help do other things around the house.  I would want to go out and have a good time and relieve some stress.  I don't want to help my roommate put together some furniture.  I wouldn't feel bad about not helping them at all.,5.96,4.69,1,5.13,4.76,6.29,15982,3/28/16 15:03
309,0,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"big - pig, rig
boss - moss, toss 
worst - burst, cursed",1,1,0,0,0,0,17918,3/28/16 15:03
165,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"Guest rhymes with best, chest, rest. Soup rhymes with poop, loop, hoop. Broth rhymes with wroth. One rhymes with fun, sun, pun, done, bun. Spend rhymes with lend, bend, mend, tend.",2.01,3.02,0,0,0,0,16206,3/28/16 15:03
76,1,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,i would probably do it since that is my job and of course i need the money. the manufacturer should recall the car if it is flawed. ,6.61,4,1,5.96,6.25,6.08,6097,3/28/16 15:03
189,1,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"mine, fine, pine, wine, but, gut, hut, jut, nut, fuse, muse",1.99,3.38,0,0,0,0,10555,3/28/16 15:03
489,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"I imagined a hospital cafeteria where friends and I were having lunch while another friend was having a surgery performed. I would have felt bad if the person came over because I know we could have asked the person to grab a chair from the empty table and join us. Since it was a hospital cafeteria, I was thinking the person may have felt alone and worried, and that they needed some social interaction. My behavior would have absolutely been unjustified even if all the seats were taken at our table. We co",1,2.01,1,1.99,5.34,5.61,13650,3/28/16 15:03
18,1,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,,5.02,3.79,0,0,0,0,7269,3/28/16 15:03
272,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"seat, beat, discreet, beat, cheat, elite, 
down, gown, drown, pound, surround, brown",2.82,2.04,0,0,0,0,6307,3/28/16 15:04
173,1,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,Didn't imagine much of anything.,4.11,4.04,2,4,3.82,4,20518,3/28/16 15:04
233,1,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"after he asks me that quetion, i pause for a second because i know that the car does have a flaw. i decided that i cant let him know that, so i quickly respond to him and say no.",6.01,4.71,2,3.23,4.59,5.41,17485,3/28/16 15:04
310,1,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"Flaw:  claw, saw, gnaw, maw, jaw
Car:  far, star, par, bar, jar, rawr
Sold:  mold, cold, bold, hold, told, old, fold, gold, ",2,2.01,0,0,0,0,7353,3/28/16 15:04
554,1,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"new: stew, skew, spew, crew, yew, drew, blue. night: right, bright, might, blight, kite, tight. baby: m",5.04,4.12,0,0,0,0,5867,3/28/16 15:04
194,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"Big rhymes with 'dig', 'wig', and 'gig'. Boss rhymes with 'loss', 'toss', and 'Ross'.	All rhymes with 'tall', 'ball', 'stahl', and 'wall'.",2.06,2.06,0,0,0,0,30054,3/28/16 15:04
67,1,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"After spending hours making chicken soup for some guests, I realize that one of them is a vegetarian, so I tell them that their soup is made with ",1,1.97,3,2,6.04,5.5,10904,3/28/16 15:04
284,1,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,louse mouse blouse peck back neck chew ,5.06,2.08,0,0,0,0,9510,3/28/16 15:04
543,0,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,I see myself picking up the money from a very dirty street.,5.1,3.15,1,1.99,5,5.46,18318,3/28/16 15:04
242,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,I limped on to the L-Train on my way to the doctor's appointment.  I had whacked my knee pretty good playing flag football with some friends.  I plopped down into the last open seat with a sigh of relief.  I hoped the stop between my place and the doctor's would be brief but of course quite a few people got on and all of them had to stand.  I noticed one elderly gent eyeing me unfavorably.  I considered giving up the seat but didn't relish standing on my bad leg,1,2.97,1,2,4.96,7,13591,3/28/16 15:04
143,0,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"'all' rhymes with fall, ball, wall, tall, small, call, stall, and mall. 'your' rhymes with four, tour, sore, bore, gore, and core. ",3.99,4.03,0,0,0,0,15607,3/28/16 15:04
180,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"so, more, stable, won't, ",3.33,4.71,3,3.75,3.37,4.31,4681,3/28/16 15:04
466,1,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"label, table, stable, able, sit, fit, bit, hit, kit, lit, pit, ",5.02,3.28,0,0,0,0,9757,3/28/16 15:04
114,0,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,I put the money in my pocket but instantly fell guilty. I decide to run after the person who I think dropped it. I catch up to the person and it's an old women. She sees me with the 50 dollar bill and immediately was so grateful. She is on a fixed income and 50 dollars is her grocery money. She thanks me over and over and invites me to dinner one night in the coming week. ,4.97,1.97,1,3.01,6.97,6.93,7262,3/28/16 15:04
60,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,When I got home from work I noticed boxes all over the apartment. My roomate had purchased some new furniture that she had to assemble. On my way to my room she asked if I could help her put some of the furniture together. I told her that I had to finish a work project and go out to a bar so I was unable to help. I saw her struggling to put the pieces of the furniture together but figured she would figure it out on her own. After I closed the door to leave I felt really bad for leaving her and not helping her when I could have.,5.98,1.98,1,3.99,7,7,14084,3/28/16 15:04
123,0,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,I am imagine that it justified because I am the one that usually get up.  It is his time to get up with the baby.,6.25,4.47,1,5.09,5.94,5.99,10963,3/28/16 15:04
387,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,I don't have time to stop and help that man.  He looks more than capable of getting his two teenager kids to help him out.  I'm busy and have my own luggage to worry about picking up.,7,3.36,1,4.96,7,7,11733,3/28/16 15:05
62,1,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,"It's the first night I've been able to get a decent amount of sleep since the baby was born, and I'm usually the one who gets up and checks on them when they cry. I really don't feel up to checking tonight and hope that my spouse will check on them instead. I feel pretty awful about pretending to be asleep, but the bed feels so nice.",4,2,1,4,5.04,5.04,6649,3/28/16 15:05
300,1,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"New rhymes with ""crew"" ""jew"" ""flew"" ""too."" Spouse rhymes with ""house"" ""blouse"" ""mouse."" Check rhymes with ""speck."" Baby rhymes with ""maybe.""",2.95,1.94,0,0,0,0,14212,3/28/16 15:05
131,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,fine mine mad sad glad rad fad fell gel win sin more gore sore whore moon gloom spoon fee me glee angrily muse fuse gut jut mutt hut jew goo ,5.03,5.05,0,0,0,0,686633,3/28/16 15:05
373,1,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,I imagine talking in a slight whisper to my boss. I want no one to hear me. I tell him how bad my co-worker did. I try to tell him all the bad things with some embellishments. I do not mention one good thing he did.,3.01,2.04,1,2.06,3.03,6.19,5700,3/28/16 15:05
595,0,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"I am speaking with my boss regarding a promotion to manager. I want the job quite a bit, but so does my co-worker, Joy. I discuss a recent sales project that the two of us were working on. Joy provides excellent service and pays close attention to the finer details in her work. However, she works a bit slower than I do. In my discussion with my boss, I focus entirely on her slow working speed. I get the job and feel a bit ashamed of what I said.",4.14,3.12,1,4.28,5.36,5.18,9673,3/28/16 15:05
376,1,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,I am a self-entitled twit who thinks she is more important than everyone else.  My time is worth more than everyone else's who has been standing in line.  The fact that I want to see this movie trumps everyone else's desire to see the movie.  My wants are more important than theirs so I will jump in front of them and use my friend.,1,1,1,1,2.01,6.01,14534,3/28/16 15:05
149,1,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"Bill - kill, will, still, shrill, fill, mill, nil, dill, gill, hill, pill, sill, till, shrill
You - too, to, two, moo, new, few, poo, grew, who
That - hat, bat, cat, rat, tat, sat, pat
Dropped - popped, stopped",5.02,3.06,0,0,0,0,7345,3/28/16 15:05
96,0,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,I have to hurry and get to my flight and get my suitcase through security. I see this man struggling with his luggage but ignore him. I feel awful. I really should of helped. I probably had enough time to help him out. ,4.75,3.38,1,3.97,3.49,5.79,21275,3/28/16 15:05
403,0,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"Boss, toss, loss, cross, big, rig, jig, dig, fig, pig, wig, it, lit, sit, fit, knit, bit, mitt, wi",1,1,0,0,0,0,9664,3/28/16 15:05
