subject,condition,story_id,story,imagine,response,rating_will,rating_happy,rating_check,rating_justif,rating_detail,rating_cohere,ratingRT,justifRT,stamp
10,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"The people behind the person I know were all not paying attention and most importantly, were not moving forward at all. After repeated verbal prods, they would not budge, although every time I try to cut them directly, they yell at me. Eventually I spot my friend at the front of the line, and talk to her as an excuse to cut the line.",2.04,4.97,1,4,4,4,31842,3657,5/23/16 19:04
37,2,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"spend= lend, trend, fend, blend, mend, wind, bend, send, tend

tell= smell, well, bell, sell, yell

made= paid, laid, raid, spade, fade",1.1,1.37,1,2.11,0,0,42351,11761,5/23/16 19:05
312,1,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,I'm a salesman and I am only going to make money if I sell this car. I know there is an engine flaw but I'm going to tell potential buyers that the car is in perfect shape. That way they'll buy it and I'll get my commission.,1.99,3.09,1,2.12,5.33,5.41,3865,3751,5/23/16 19:05
562,1,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"tar, bar
laid, made, jade
told, fold, mold, hold, bold
laws, law
bell, gel, hell, sell, pe",1,2.05,1,1,0,0,5313,7089,5/23/16 19:05
342,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"Dinner rhymes with 'winner', 'inner', sinner', 'thinner'. Hours rhymes with 'sours', 'towers', 'showers', 'flowers', 'powers'. Finish rhymes with 'diminish'. ",1,1,1,1.02,0,0,3755,14936,5/23/16 19:05
405,0,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"rushing: crushing. flight: light, smite, tight. walk: talk, cock. eyes: lies.",6.99,2.06,1,1.96,0,0,13886,7111,5/23/16 19:05
359,2,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,"I finally get on the train heading home, but in all my rushing I tripped as soon as I got on the train and twisted my ankle. I saw an elder person searching for a seat but I really need it myself. So I grabbed the only available seat so I could rest my ankle. I don't feel bad about it.",3.99,2.95,1,2.94,7,7,6968,5081,5/23/16 19:05
375,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"mad
glad
sad
fad
rad
",3.03,2.64,1,1,4.36,5.01,56782,7152,5/23/16 19:05
199,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"You rhymes with ""two, true, flu, new."" Seats rhymes with ""meats, treats, fleets."" Sit rhymes with ""pit, split, mitt, kit."" Left rhymes with ""theft.""",4.74,2.97,1,5.5,0,0,4347,6251,5/23/16 19:06
460,0,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,I imagine that I'm a car salesman that works on commission. A lady comes in to buy a car and asks if a particular car has any flaws. I know of a serious issue with it but I need to pay rent so I tell her that it's perfect and has no issues.,4.66,2.42,1,2.94,4.37,5.46,20067,6412,5/23/16 19:06
82,0,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,"It's been a long night and my eyes just want to get some rest. We both are running on 3 hours of sleep because this baby! I love it with the bottom of my heart, but I really want to get some shut eye. We both lay down and the baby is sound asleep. It's 130am. I finally drift off into heavenly bliss. The loud crying baby chimes through the house and I wake up and see its only 140am. I really want to go back to bed, plus my wife does a better job of putting the baby to bed anyways. I close my eyes as my wife tries to nudge me awake, but I am like a rock and don't move. She finally gives in and takes car of the baby.",5.07,3.57,1,4.67,5.8,5.78,15282,7017,5/23/16 19:07
587,0,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"walking: talking caulking
bill: hill jill kill pill mill nill dill fill gill till will quill 
yards: cards guards 
pick: flick tick hick vick knick kick sick whick quick lick rick  slick ",6.96,5.63,1,6.18,0,0,2846,10019,5/23/16 19:07
193,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",1,"I feel that if i found fifty dollars on the ground and the person in front of me dropped it then they didn't really need that money and wasn't very careful with it to start. If that amount of money really was needed or important then they would have taken extra measures to keep it safe, maybe put it in their sock or maybe in a deeper pocket. But just having it ",6.02,4.01,1,5.95,5.84,5.81,2754,3101,5/23/16 19:07
53,1,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"i'm standing in the doorway looking into his room.  big flat boxes from Ikea are open.  papers and pieces are scattered about.  I can't believe he got himself into this.  The last thing I want to be doing is going into that cramped space and spending a couple of hours fixing this for him.  Sorry bud, gotta go",5.06,3.59,1,5.38,5.67,5.96,33293,6861,5/23/16 19:07
526,1,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"You rhymes with 'boo', 'two', and 'crew'. Big rhymes with 'dig', 'wig', and 'jig'. Boss rhymes with 'loss', 'toss', and 'moss.' Parts rhymes with 'hearts', 'tarts', and 'smarts'.",2.98,1.99,1,3.48,0,0,6072,8190,5/23/16 19:07
424,1,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,I imagine myself feeling really guilty about lying to the customer,1,1.02,1,1.04,5.93,6.96,36679,3282,5/23/16 19:07
113,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"I arrive at my local movie theater excited to see the latest superhero movie. As I walk from the parking lot, my heart sinks as I see the line for tickets stretches out the door. I realize the movie will likely be sold out by the time the end of the line gets to the front. I notice a co-worker a ",1,1,1,1.47,4.84,4.55,4317,4619,5/23/16 19:07
322,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"I was sitting at the lunch table with my friends.  There was a person at another table sitting alone that was considered to be a nerd or a geek.  They walked up to our table and asked me if they could sit with us.  I was afraid to tell them yes, because I knew that my friends would judge me, so I told them that there weren't any seats left.  I felt very bad, because I knew how horrible it must have felt to sit alone.",1,1,1,1,7,7,18844,6018,5/23/16 19:07
94,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"My roommate is moving his stuff in and asked for my help. I don't know why since what he has is light weight and minimal, besides the apartment is tiny. I told him I had to go meet someone for a work project. When my friend didn't show up, I decided to go to the bar across the street. I'm sure my roommate can handle it.",3.99,2.97,1,1.95,7,7,6414,11645,5/23/16 19:07
323,1,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",0,"cooking rhymes with looking
tell rhymes with smell, fell, well, sell 
one rhymes with fun, sun, bun, ton, done, run",1.33,1.95,1,2.09,0,0,5463,5299,5/23/16 19:07
382,1,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,I feel like I would be pretty bad for doing that. I would be telling him that my co-worker didn't do that well with what we were trying to do.,2.11,2.17,1,2.96,5,5.14,136252,2076,5/23/16 19:08
106,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,I imagined walking briskly through an airport. I see a person on my left with a suitcase that is bulging at it's sides. I pass them and think to myself that they packed way too much into one suitcase. They will learn in the future to pack more light or to bring an additional suitcase. ,2.97,4.04,1,6.04,4.04,5.03,16144,16247,5/23/16 19:08
312,1,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,We just had a baby and I'm really worn out. The baby started crying and it's 1:00 AM and I need some sleep. I'll just pretend I'm sleeping and the wife will get up and feed the baby. then I can just go back to sleep.,3.39,3.59,1,3.02,5.91,5.84,7373,6206,5/23/16 19:08
10,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"My roommate was the same person who didn't help me with my furniture when I moved in 3 months ago. Ever since, I've only known him as the literal worst roommate I've ever had. He never cleans, he never washes the dishes, he damages the apartment, and he's rude. I tell him I need to work and study at the library, and go out to the bar to get away from him.",4.97,5.05,1,4,4.98,5.01,24159,2927,5/23/16 19:08
562,1,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"talking, stalking
frown, crown, drown
beat, meat, heat, neat
bee, knee, tee, pee
still, nil, til, pill, will, hill, kill
pound, sound, hound
sink, pink, link, kink, clink, mink
lick",4,4,1,1.98,0,0,4711,6090,5/23/16 19:08
375,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"weak
leak
beak
check
deck
",2.65,5.05,1,4.74,0,0,2197,9887,5/23/16 19:08
37,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"line= mine, fine, sign, wine, vine

soon= moon, tune, coon, noon

know= show, tow, row, glow, mow, sow, throw, crow",5.96,3.47,1,5.12,0,0,52356,10292,5/23/16 19:08
342,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"Line rhymes with 'dine', 'mine', 'brine', 'pine', 'shine', 'vine', 'wine', 'whine', 'shine', 'shrine', 'twine'. Tickets rhymes with 'crickets', 'rickets'.",1.91,2.03,1,1.96,0,0,5238,4704,5/23/16 19:08
359,2,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"My coworker and I are in competition for a big promotion. When my boss asked me for describe my coworkers performance on the last project, I had my opportunity to tell him all of my coworker's worst traits that hindered their performance. They were rude and never on time.",2,2.99,1,2.01,7,7,4024,7342,5/23/16 19:08
405,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,"I feel disappointed in myself for forgetting that one of my guests is vegan and not accommodating them. At the same time, I don't really care about offending their vegan sensibilities. I feel bad about lying but it's what you g",5.96,1.98,1,1.98,5.4,5.94,6548,4036,5/23/16 19:09
52,2,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"My roommate is extremely late with her rent for the third month in a row which has put me in a very uncomfortable position because I am not made of money and can't keep carrying her financially.  She is stressing me out and making my life miserable.  Also, she is defeating the whole purpose of me having a roommate which is to help pay the bills!  I do not feel any obligation to help her move her furniture.  What I want to do is kick her out and find a new roommate!",6.87,7,1,5.97,7,7,65290,3462,5/23/16 19:09
460,0,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"down rhymes with brown and town. bill rhymes with drill, mill, krill, kill, till, and thrill. yards rhymes with bards and cards.",4.44,2.04,1,2.6,0,0,3184,3834,5/23/16 19:09
199,0,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"My boss is about to give either me or my co-worker a major promotion. When making his decision, my boss asks me to describe my co-workers performance on the large project that we turned in last week. I really want the promotion, so I point out all of the most negative and unappealing things that I noticed about my co-worker. I exaggerate this negative qualities and make myself out to be the strong member of the team, and the clear choice for the promotion. ",4.1,3.63,1,3.94,4.98,4.98,4207,6203,5/23/16 19:09
82,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"sit, fit, bit, kit,hit,mitt, pit, wit.  See, pee, me, tea, he, she, we. seat, defeat, feat, meat, meet, wheat, heat, feet, beat, cheat,  neat, beet, complete, compete, Crete, deplete, offbeat",4.42,3.67,1,3.58,0,0,3714,7654,5/23/16 19:10
587,0,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"The business meeting in Tokyo is extremely important, and I don't have very much time until my flight leaves. My current job pays very well and is enjoyable, and if I miss this flight there's a chance I could be terminated. There are a lot of people in this airport, I'm sure someone else will be kind enough to help this person, though that might be what everyone is thinking. Regardless, I cannot miss this flight.",6.33,3.6,1,3.04,6.31,7,3039,2717,5/23/16 19:10
113,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"Seat rhymes with cheat, feet, feat, repeat, and heat. Bad rhymes with mad, glad, sad, had, dad, rad, and fad. Train rhymes with rain, reign, pain, stain, strain, brain, and gain. Down rhymes with frown, gown, and drown.",1.05,1,1,2.57,0,0,4039,4508,5/23/16 19:10
424,1,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"car, tar, bar, star, wig, gig, toss, loss, too, who,due, boar, core, hid, bid, kid, skid",5.14,2.93,1,5.95,0,0,23416,1735,5/23/16 19:10
526,1,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"Bill rhymes with 'fill', 'grill', and 'mill'. Street rhymes with 'feet', 'beet', and 'greet'. Ground rhymes with 'round', 'bound', and 'sound'. Pick rhymes with 'stick', 'trick', and 'lick'. See rhymes with 'knee', 'tree', and 'see'.",5.98,4.99,1,4.99,0,0,8224,12887,5/23/16 19:10
53,1,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"I'm standing in the parking lot of a small used car lot.  It is at the corner of fifth and main in small-town, GA.  It is a hot sunny day.  We don't have any cars that have no flaws, are you kidding me?  Here we go again.  Well, his problem not mine...",4.98,3.51,1,3,5.68,5.58,6187,33012,5/23/16 19:11
434,0,8,"You're having guests over for dinner. You spend hours cooking a soup using chicken broth. After you finish, you realize one of your guests is vegetarian. You tell them that the soup is made with vegetable broth.",1,I imagine that I am having friends and family over for dinner. I spent hours cooking and then I realize one of my friends is a vegetarian. The meal was beautiful every other way except for this. It starts to make me feel anxious because I do not want to cause a problem about it. I don't want to ruin the meal or occasion so I tell a lie. It is a terrible lie and I feel bad about it. ,2.11,1.98,1,1,6.49,6.5,9860,17279,5/23/16 19:11
323,1,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",0,"bar rhymes with car, star, far, mar, 
work rhymes with jerk, lurk
Room rhymes with gloom, doom,
you rhymes with stew, Jew, cue, do, loo, lieu, queue",1.55,2.06,1,1.44,0,0,4978,6377,5/23/16 19:11
94,0,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"A customer came in yesterday and wanted a wagon. I only had the one left so I told him I'd give him a great deal. So I did. I cut 3k off the price which means I make next to barely nothing. He asked if there were any flaws and I immediately answered ""No"". Then I realized it has a muffler problem he'll have to deal with, but that's ok, he got a great deal.",1,1.93,1,1,7,7,4927,3542,5/23/16 19:11
322,0,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"Past rhymes with last, mast, and cast.  Walk rhymes with talk, balk, stalk, and chalk.  Flight rhymes with might, sight, light, and blight.  ",1,1,1,1,0,0,4271,24032,5/23/16 19:11
312,1,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",0,"plight
might
right
kite
night
knight
flight

bevy
chevy
levy

match
latch
snatch
batch
hatch
latch

",3.79,3.5,1,3.78,0,0,4578,6419,5/23/16 19:11
10,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"dumb, some, rum, boo, loo, moo, bore, core, lore, door, more, sore, for, able, flasks, basks, masks, lit, fit, kit, writ, ",2.12,2.96,1,4,0,0,8808,3297,5/23/16 19:11
562,1,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"bout, doubt
bit, kit, pit, knit, hit, grit
frown, crown
brain, lane, pain, gain
marching, arching, lurching
beat, meat, heat, feet, feat, wheat, neat, ",3,4,1,4,0,0,14163,4167,5/23/16 19:11
375,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"lick
ballet
but
",2.35,2.86,1,2.14,0,0,12463,1513,5/23/16 19:11
37,2,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,I arrived late to catch my plane.  I was rushing through the airport to make sure I made my flight and I passed a woman who was struggling with her heavy bags.  I glanced over but then kept on going because I did not have time to stop and give her a hand.  If I would have helped her I would have missed my flight so I didn't feel bad.,6.13,3.11,1,5.41,6.38,6.51,3973,7427,5/23/16 19:12
359,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"Tickets rhyme with crickets. Sell rhymes with tell, hell. Standing rhymes with landing, handing. Line rhymes with refine",1.95,2.95,1,3.03,0,0,5286,4374,5/23/16 19:12
106,2,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"Walking rhymes with talking and mocking. Street rhymes with elite, bleak, and complete. Ground rhymes with pound, found, and around.",4.17,4.4,1,6.02,0,0,7368,11383,5/23/16 19:12
342,0,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"I'm on my way to visit family in Pennsylvania, and didn't leave home early enough. As I'm rushing through the airport to catch my flight I see an elderly woman struggling to pick up her heavy suitcase. As much as I want to help her, I'm worried that I'll miss my flight so I pretend I don't even see her. I get to the gate with plenty of time to spare, and all I can think about is that poor old woman trying to move her suitcase. Maybe she was late as well. The guilt is overwhelming. ",2.01,1,1,2.98,7,7,5473,4958,5/23/16 19:12
431,1,6,"You are rushing to catch a flight, and you see a person struggling with a heavy suitcase. You avert your eyes and walk past them.",1,"I have to catch my very important flight for work, and I was already more than 10 minutes late. Missing this flight would be a death sentence for my job. I jog through the airport and see someone struggling with a suitcase. However, I realized that I had to act selfish or I would risk losing my job. Consequently, I decided to walk past them and asked someone else nearby to help the poor fellow out. ",5.06,3.04,1,3.01,4.35,4.16,29173,2211,5/23/16 19:12
405,0,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",0,"salesman: where to begin. car: scar, jar, bar, tar, czar, far. sold: bold, cold, hold. flaw: coleslaw, jaw, bra, blah.",2.03,1.12,1,2,0,0,4359,2791,5/23/16 19:12
52,2,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",1,"My table is chock full of people and there is literally no space to squeeze in another chair.  It is physically impossible.  Therefore, I do not feel bad telling someone that there are no seats available.  They can see clear as day that I am speaking the truth. ",6.93,6.87,1,7,6.59,6.76,4031,2800,5/23/16 19:12
460,0,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,0,"promotion rhymes with motion and ocean. boss rhymes with toss, cross, moss, and lacrosse. parts rhymes with carts and darts.",1,1,1,1.06,0,0,7365,3811,5/23/16 19:12
82,0,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"seat, heat, cheat, beet, eat, feat, feet, fleet, sleet, street, suite, sweet, treat, wheat, heat, secrete, repeat, complete.
Table, stable, cable, enable, disable, unable, unstable.
person, worsen.
friends, blends, ends, spends, mends, lends, sends, offends, pretends, intends.
no, fro, low, row, sew, show, slow, snow, yo.

",4.83,4.1,1,3.72,0,0,5146,3747,5/23/16 19:13
199,0,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",0,"Train rhymes with ""main, pane, crane, pain, slain."" Down rhymes with ""town, crown."" Seat rhymes with ""heat, meat, treat, fleet, cleat, feet, neat, cheat.""",2.64,3.06,1,4,0,0,9560,3795,5/23/16 19:13
587,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"tickets: thickets 
soon: swoon toon loon coon boon goon
sell: fell tell yell gel bell quell swell
cut:gut put rut what dut but nut 
them: Bethlehem stem gem 
line: stine  ",6.23,2.96,1,4.94,0,0,16421,10419,5/23/16 19:13
113,0,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"I nervously sit down in the chair as my boss looks at me from across his desk. He asks me what I thought of John's performance on the recent building project. I know John and I are the two leading candidates for the big promotion, so I think about how to best answer the question. In truth, John had done both positive and negative things during the project. I decide to omit the positive aspects as it won't be lying, but will still hle",2.92,3.03,1,2.97,3.48,3.62,4421,7133,5/23/16 19:13
192,2,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,"I imagine seeing the long line and thinking ""man, I do not want to stand in this just to see this movie, but I really want to see this movie."" Then I will look around and see my friend way up ahead. I will see this as a scapegoat. ",3.01,3.03,1,3,6.95,6.94,26683,8459,5/23/16 19:14
434,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,I am standing in line about to see a movie I have waited for. I look ahead and see one of my friends. I can't believe my luck! My friend is great and I could just ask them to buy a ticket for me too. It would make me feel bad but if I would have called them earlier to ask then the outlook would be the same. I feel bad for the people behind me waiting for a long time but I think they would do the same.,6.03,1.98,1,5.03,0,0,4279,13680,5/23/16 19:14
94,0,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",1,"Last night the baby started crying again. It' been a long week with my wife gone most of the time. I decided to stay asleep and let her deal with it. Even though she was tired, just getting back, she got up eventually to check on the baby.",4.92,2.95,1,3.03,6.91,6.87,5159,10420,5/23/16 19:14
322,0,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",0,"Line rhymes with dine, whine, spine, and pine.  Sell rhymes with well, bell, and hell.  Cut rhymes with but, rut, jut, and nut.  ",1.02,1.93,1,1.98,0,0,6795,9056,5/23/16 19:14
323,1,5,"You are walking down the street, and you see a fifty-dollar bill on the ground. You think that the person twenty yards in front of you dropped the bill. You pick it up and put it in your wallet.",0,"bill rhymes with gill, sill, till, gill, will, mill, 
street rhymes with treat, eat, neat, beat, seat, heat
",6.51,3.42,1,4.8,0,0,5228,5130,5/23/16 19:14
526,1,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"I know my roommate needs help, but she knows tonight is my night. If she was setting up furniture in the morning then sure, I'd help. Not tonight, though. I hate to think of her back there, trembling, trying to shove that dresser into the right spot. However, I hate to think of myself back there with her, when I could be getting drunk with my friends after a long week. I earned this time and I am going to enjoy it.",1.08,1.96,1,5.01,6.93,7,6409,4056,5/23/16 19:14
53,1,1,"You are sitting with your friends in the cafeteria. There are no seats left at your table. You notice another person sitting alone at a different table. The person comes to your table and asks if they could sit with you, but you tell them there are no seats left.",0,"seat rhymes with meet, meat, beat, beet, sheet, skeet, wheat
alone rhymes with phone, hone, bone, scone, tone
table rhymes with able, mabel
they rhymes with hey, hay, bay, neigh, weigh, jay, lay, say, stay, play, day
you rhymes with too, few, zoo, who",4.23,3.51,1,3.01,0,0,9531,3300,5/23/16 19:14
424,1,2,"You're about to sit down on a crowded train, when you see an elderly person searching for a seat. You sit down in the seat.",1,I imagine my feet hurting and being tired while on the bus. I do know that it would be nice to let the other person get the seat but I always come first,5.94,3.8,1,3.03,6.93,7,25663,3810,5/23/16 19:14
312,1,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,My roomy is moving some stuff into his room and it looks large and heavy. I'd help him out but I really need to get to the bar for cocktails. I'll tell him that I have an important project that I need to work on and just can't help him right now.,2.85,2.99,1,2.97,5.49,5.28,2777,3167,5/23/16 19:14
10,2,9,"You are a new parent. In the middle of the night, your baby starts crying. Either you or your spouse has to check on the baby. You pretend to be asleep until your spouse gets up to check on the baby.",0,"boo, rue, moo, sue, do, lee, see, key, me, louse, mouse, lets, bets, sets, pets, sup, pup, maybe, ",2.06,1.97,1,1.95,0,0,14579,3719,5/23/16 19:14
562,1,4,You and a co-worker are both being considered for a big promotion. Your boss asks you to describe your co-worker's performance on a project you did together. You tell your boss all the worst parts of your co-worker's performance.,1,"I have a big family to take care of and unfortunately, this big promotion would really help. Although I feel bad to my co-worker, I mention all the negative things in his performance so that I appear the better candidate. I'm desperate at this point and continue on negatively in front of the boss, hoping I get the promotion. I think I really need it more than my co-worker does.",4,2.04,1,3,2.01,4.97,4123,4760,5/23/16 19:14
382,1,3,"You're in line to get tickets for a popular movie. The movie will soon sell out. You see a person you know standing in line. The person is at the front of the line, and you use them as an excuse to cut the line.",1,I see a person I know standing up front. I know that I could pretend that I was with them and get up front. But that wouldn't be right.,5.75,2.3,1,2,5.59,5.42,232879,1564,5/23/16 19:15
359,2,0,"You are a car salesman who gets paid only when a car is sold. A customer is interested in a car, and asks you if it has any flaws. You know the car has a serious flaw. You tell the customer that the car has no flaws.",1,"I have to hit my sales qouta for the month. A customer shows interest in one of the cars on the lot. I know it has a serious flaw, but I am more concerned with getting my sale. So I insist that there are no issues and I feel fine because I got my sale.",1.12,1,1,1,7,7,4650,6314,5/23/16 19:15
342,0,7,"Your roommate is struggling to set up furniture in their room. They ask you if you can help, but you want to go out to a bar. You tell them you have to go finish a project for work, and go out to the bar.",1,"My roommate, and friend, is having a hard time setting up the new Ikea furniture in our living room. He asks me for help, but I want to go out to a bar and meet some women. I tell him I have a project that's due soon, so I can't help. Instead I go out to the bar to mingle. The whole time I'm out I'm worried that I'll get caught, and I also feel guilty leaving him there to handle all of the furniture by himself. Since I feel bad about what I've done, I'm not having much fun at the bar. ",1.97,2.01,1,1,7,7,4797,4700,5/23/16 19:15
